batch,index,music,hashtag,author,likes,comments,shares,saves
2,24,,"fyp%E3%82%B7, relatable, trending, school, aylecia, blowthisup",,248200,806,31400,2782
2,25,,"@ufw..alyssa, secretaccount",,306100,726,44400,484
2,26,,fyp,missmercedesblanche,148300,11100,9050,41300
2,27,,"movie, disney, movies, film, pixar, films",,234300,197,14300,217
3,0,,"salud, healthy, veganfood, perdidadepeso, personaltrainer",,1400000,55000,136000,247600
3,1,,"greenscreen, taylorswift, traviskelce, taylorswifttraviskelce, patrickmahomes, brittanymahomes, fyp",,9731,663,391,611
3,2,,"sportscar, carsoftiktok, moneyadvice, wealthymindset",daveramsey,464400,2759,24300,2065
3,3,,"24, barbaraoneill, naturalremedies",,3017,31,954,587
3,4,,"patrickmahomes, chiefs, taylorswift, swifties, riristea, rivetsoro",,212300,282,4616,234
3,5,,"cardealership, car, salesman, sales, comedy, relatable, women, viral, fyp, pov, povs, carsalesman, sale",actressbecc,2200000,8652,117400,139400
3,6,,"jayz, rap, hiphop, raptok, rapper, @lolnetwork",boardroom,470900,2075,19800,3417
3,7,,"yourmomshouse, disneyland, disneyadult, disney, disneyworld, disneylandcalifornia, disneyworldflorida",yourmomshouse,75500,1408,3526,14600
3,8,,"@msmerli, foodporn, food, foodlovers, foodlover, foodieph, foodie, delicious, fyp, tiktokfood, foodtok, recipe, cooking, foodlover, delicious, yummy, abimarquez, desser, tanghulu, fruit, snack",abigailfmarquez,1600000,9478,361600,63700
3,9,,"machinegunkelly, mgk, colsonbaker",,30100,386,3246,1216
3,10,,"superbowl, 49ers, baltimoreravens, conspiracytiktok, leaks",,67900,1849,6178,3979
3,11,,fyp,daterightstuff,522700,16200,23400,11600
3,12,,"remotecontrolcar, rccars, remotecontrol, fms, fmsmodel, toyotahilux, rcoffroad, rccar, radiocontrol, rcoffroad4x4",,901300,2680,73900,16800
3,13,,"lanadelrey, musicindustrysecrets, darkhollywood, scary, creepy",,507600,7553,71800,5244
3,14,,"vegas, lasvevas",,742100,8787,40600,51600
3,15,,,,1300000,4522,82700,23400
3,16,,"10xhealthsystem, garybrecka, garybreckaedits, garybrecka10x, garybreckaclips, garybreckadaily",,25700,289,2915,871
3,17,,"greenscreen, homeless, arrested, bill, law, california, oregon, wyoming, foryou",,99600,8162,13700,7547
3,18,,"truecrime, gypsyrose, gypsyroseblanchard, truecrimecommunity, truecrimeallthetime, crimetok, foryou",,124400,912,5999,868
3,19,,"lawyer, law, facts, tips, learn",,230400,14600,9601,3793
3,20,,"fyp, kattwilliams, christucker, jeffreyepstein",,200000,2437,20200,8212
3,21,,"bluey, blueytok, blueyheeler, blueyfanart, blueyclips, blueyanimation, animation, shorts, cute, procreate, cartoon, artistsoftiktok, art, shortclips, original, procreateanimation, procreatedreams, blueychilli, blueymom, blueymoments",,1800000,6270,268700,28500
3,22,,"greenscreenvideo, 2024, blizzard, chicagoblizzard, fyp, chicagoweather, chicago, freezing",,156600,4596,14500,12700
3,23,,"stuffyourkindleday, stuffyourkindle, kindle, spookyourkindleday, spookyourkindle, kindleunlimited, stuffyourkindleday2023, stuffyourkindlelist, stuffyourkindlerecs, booktokpsa, booktok, fyp, stuffyourkindletutorial, kindle, kindlebooks, amazonbooks, bookworm, foryoupage, booktok, romancebooks, fantasybooks, stuffyourearbuds, fyp, booktoker, stuffyourkindlelist, stuffyourkindlerecs, witchystuffyourkindle, witchystuffyourkindleday, cozymysterystuffyourereaderday, cozymysterybooktok, cozymysterystuffyourkindleday, whatisstuffyourkindleday",,27500,129,11800,5510
3,24,,"doctor, fyp, lifestyle",,1200000,5755,50900,13000
3,25,,"@violifeus, violifepaidpartner, livingtheviolife, blind, couplegoals, dairyfree",,13800,143,377,26
3,26,,"yquetalsiteescapazdelcielo, siteescapasdelcielo, escapatedelcielo, cielo, desamor, triste, cover, viral",,1100000,10400,203300,83800
3,27,,"disneyworld, disneynews, drinkingage, disneydrinks, disneypark",,128000,1828,10800,7588
3,28,,"yourmomshouse, yourmomshousepodcast, comedypodcast, comedians, jesseleepeterson",yourmomshouse,164100,9948,16800,18300
3,29,,,cookingwithlynja,123000,500,10400,981
