batch,index,music,hashtag,author,likes,comments,shares,saves
4,29,Wassup suki - chris,"suki, wassupsuki, wassupbullit, bullit, brian, paulwalker, fastandfurious, thefastandthefurious, toofasttoofurious, cars, rapidosyfuriosos, embroideredsweatshirt, matching, embroidery, gift, couples, fyp, viral, matchinghoodies, carsoftiktok",shopkcc,1800000,11300,254800,38800
5,0,Where Have You Been x The Hills - DJ L BEATS,"silver, blingbling, silver, iphone15promaxcase, iphone15procase, iphone15pluscase, iphone15case, iphonecase",tik_case,1800000,5192,172700,18400
5,1,original sound - leah,"@aepqueenb, meridaedit, elsaedit, rapunzeledit, jasmineedit, disney, princess, disneyprincessedit, disneyedits, velocity, velocityedit, edit, viral, viralvideo, fyp, fyp%E3%82%B7, foryou, foryoupage",aeleahh,1600000,6813,272400,8801
5,2,original sound - yella beezy,,yellabeezy214,4800000,49400,285500,93100
5,3,Cool Kids (our sped up version) - Echosmith,,augustogimenez,5500000,7321,222000,25200
5,4,La Quebradora - Banda El Recodo,"picorivera, relatable, overprotective, brothersister, baileschingones, bailesorpresa, pasitosprohibidos, vaqueroslatinos, vaquerosyvaqueras%F0%9F%A4%A0%E2%9D%A4%EF%B8%8F, funnyvideos, povs, parati, para, ti, paratii, foryourpage, viraltiktok, virall, funnymoments, skit, mexicantiktok, askingout",deliilahss,2000000,8343,124300,6740
5,5,963 Hz - Sound Of Nature & Albert Van Deyk,"journaling, junkjournal, artjournal, creativejournal, handmadecraft, fairy, amsr, cottagecore, magic, fairytale",itsfionana,3000000,17000,235600,28800
5,6,Kawaii Aesthetic - LoES,"@noemiemtouch, carorganization, asmr, carrestock, carorganizing, organizewithme, restockwithme, asmraesthetic, mynewcar, restockingasmr",discelebs,743600,1369,59200,2144
5,7,Hasta la Raíz - Herencia de Grandes,,vielman.5,34800,106,4383,4016
5,8,Andamos Mejor - Los Gemelos De Sinaloa,,eljarochito.559_,4099,46,396,99
5,9,Jw Time to Disco (Remix) - Papang,"carnavalero, rioja_peru%F0%9F%87%B5%F0%9F%87%AA, carnaval2024, corriendodiablo, caidasgraciosas, moyobamba_per%C3%BA%F0%9F%87%B5%F0%9F%87%AA, marcaperu",carnavalero.peru,45000,337,2891,208
5,10,Perfecta - Los Alameños De La Sierra,"hellokitty, ramobuchondehellokitty, ramobuchon, rosasdeliston%F0%9F%8C%B9, fyp, viralvideo, ramoeterno%F0%9F%8C%B7, rosasdeliston, detalleperfecto, detalles_que_enamoran, bouquet",abyluna2711,189500,712,20000,12600
5,11,original sound - ★,,karenbarreraoficial,5000000,31500,271100,21800
5,12,never lose me Flo milli - .azureu,"rodrickheffley, rodrick, diaryofawimpykid, fyp%E3%82%B7%E3%82%9Aviral, fyp, foryou, devonbostick, rodrickheffleyedit, rodrickedit, editor, edit, capcut, xyzabc, fy",.azureu,826700,3720,167000,4370
5,13,better in stereo - senia,"disney, livandmaddie, liv, maddie, dovecameron, tiktok, fyp, fyp%E3%82%B7",descendants.._,596500,1328,30100,1090
5,14,original sound - Famous Birthdays,"sophiefergi, solomonfezer",famousbirthdays,726200,2113,28200,591
5,15,Un Millón de Primaveras - Vicente Fernández,,perla.cee,125900,562,40700,7075
5,16,2Humpy is Back - tyyslatt,"fyp, gameday",5staradriii3,787200,1303,72400,710
5,17,Birds - Sound Effects Inc.,"parrot, parrotsoftiktok, parrots, parrotstiktok, parrotlover, parrotlife, parrotlovers, parrotsmart, parrottfamily, parrotlover%F0%9F%90%A6, parrotlover67, parrotlets, parrotslife, parrots_lover, parrotrescue, parrottrainer, parrot%F0%9F%A6%9C, parrots_life, the_parrot7, parrottoysinmaking",zihqgyorsoz,776800,15800,67100,22700
5,18,sonido original - Kimberly Loaiza,,kimberly.loaiza,2700000,25300,118400,4442
5,19,original sound - swttip,"fyp, fyp%E3%82%B7, tiktok, foryou",swttip,113100,534,11500,1323
5,20,original sound - RHCB Fireball,"donebyprofessional, dontattempt, 1000, rhcb, ironball, fireball, asmrsounds, satisfying, experiment, science, lifehack, fake, asmr, usa, trends, fyp, egg",rhcb.fireball,1600000,24300,108700,68300
5,21,suara asli - ᴍɪɴɢ.ᴠᴇɴᴜs [ L⁸⁸⁸ ] 🤴 - ᴍɪɴɢ.ᴠᴇɴᴜs🤴,"aviation, dubai",theaviationmadness,419200,3461,32600,8655
5,22,sonido original - pedrinidiaz,,kimberly.loaiza,1500000,7675,68700,9652
5,23,sonido original - Mau Mendoza Asesor SADASI,"memecut, meme, @elisareynaga0",eriklicea489,241000,2441,33200,79200
5,24,original sound - 🎧🖤,,jaiiiidyn,290000,1466,27000,1153
5,25,original sound - gallavichperks,"shameless, milkovich, fyp, xyzbca, mickymilkovich, mandymilkovich",gallavichperks,1300000,2206,211100,4772
5,26,i wanna be yours x summertime sadness - slowed + reverb - slowed + reverb tazzy & sad songs & Tazzy,sunset,liz_68686,681700,3457,116200,6884
5,27,original sound - Guma 구 마,"touchpen, diytouchpen, cottonswab, aluminumfoil, marker",guma_art,183600,2069,55100,8428
5,28,som original - SpxMac,"respect, foryou, viralvideo, help, police, soldier",like120833,28300,153,1724,330
