batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,Dance You Outta My Head - Cat Janice,"@cat.janice, 1",happykelli,658400,6604,17500,5051
1,1,original sound - Food Dudes,"easyrecipe, crockpotmeals, familyrecipe, homecooking",fooddudescook,704300,12500,290100,171900
1,2,,caramelldansen,,4600000,36900,505700,96900
1,3,,,,255100,1436,15800,1189
1,4,,"capcut, capcutplantilla, iamferv, velocity, erick_aep, apoyo%3F, fyp%E3%82%B7, foryou, parati, viralvideo, aftereffects",,126800,1710,19200,920
1,5,,"fortnite, fortnitememes, fortniteclips, fortniteupdate, familyguy, gaming, fyp, xtryguy",,1200000,4461,126100,12000
1,6,,,,143500,675,18300,1691
1,7,,"cozy, home",,1600000,21700,118200,117900
2,0,,"colbybrock, colbybrockedit, fyp, viralvideo, blowup, xyz, xplrizz",,257500,5367,84700,5621
2,1,,"magic, magician, magictrick, streetmagic, tutorials",,534,4,48,249
2,2,,"watergun, waterfight, watertoy, watersports, waterfuntime",,1200000,9939,137200,78200
2,3,,,,348900,1130,24500,1653
2,4,,"fyp%E3%82%B7%E3%82%9A, fy%C3%B1%E3%82%B7%E3%82%9Aviral, hazmeviral, parati, paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii, risastiktok",,1500000,35700,178800,88900
2,5,,newmusica,,621000,2803,10900,2540
2,6,,"viral, latinos, usa%F0%9F%87%BA%F0%9F%87%B8, muyviral",,40000,1738,2272,302
2,7,,"movie, tiktok, fyp, foryou",,514500,2207,43000,937
2,8,,"usa%F0%9F%87%BA%F0%9F%87%B8, foryou, elonmusk, tesla, house",,562100,14300,95800,170400
2,9,,"fyp, fortnite, fortniteclips, clutch, duo, squad",,1500000,17400,178700,34900
2,10,,,,640900,5753,37900,1884
2,11,,"gabach, mexicana%F0%9F%87%B2%F0%9F%87%BD, viral",,42800,771,5072,4171
2,12,,"funnycats, funnyanimals, funnypets",,7200000,30500,1100000,120900
2,13,,,,170200,1632,10300,1003
2,14,,deliverydriversnacks,,275100,2199,8645,878
2,15,,macroff804,,57400,579,5295,257
2,16,,"volleyball, slowmotion, slowmo, volleyballlove, volleyballlife, volleyballplayer, volleyballgame, volleyballtok, volleytok",,473300,3460,42900,1231
2,17,,,,50000,2267,3328,4848
2,18,,,,350000,5328,42700,46400
2,19,,"diygelnails, nailinspo, nailgel, nailart, semicuredgelnailsticker, christmasnails, holidaynails, gelnailsathome, gelnailwrap, semicuredgelnailstrips, semicuredgel, diynails",,768200,2022,70400,16800
2,20,,,,3600000,23800,294300,14600
2,21,,,,264100,2418,14400,15900
2,22,,,,232200,108100,40700,38200
2,23,,"parrot, parrotsoftiktok, bird, pet, cute, foryou, tiktok",,648800,22800,52000,147800
2,24,,"viral, diomereyes, losruferos, dangerous, roofing, roof, peligro",,8159,187,578,164
2,25,,@bellapoarch,,1400000,11000,55900,7457
3,0,original sound - #getactive🫵🏾,"tommytheclownedit, fyp%E3%82%B7, tommytheclownn, ifollowcommunityguidlines, tsquadedits, ladyktsquad, ladyktommy, ladyktommytheclown%F0%9F%92%95, lineitup",_tsquaddeditz,81800,322,12000,394
3,1,sonido original - Carolina Donahue1,"@julissamiranda01, cabellosedoso, vitaminasparaelcabello",soycarolinadonahue,157300,2518,32100,18600
3,2,sonido original - ArbonStudio,"@arbonstudio, pinchevecino, djchingon, comedia, humor, lostemerarios, grupobronco, losbukis, losiracundos",juanelchaparrogon,1100000,19200,121700,94800
3,3,original sound - Haley 🌙 | aemkniqht,"fu, erich, money",mezrichest,1000000,23300,90500,18100
3,4,original sound - 𝐤𝐫𝐢𝐬 🧸ྀིྀི !!,"missycooper, foryou, foryoupage, fyp, actives, vsp, videostar, videostaredit, videostartutorial, coloringtutorial, videostarcoloring, vsedits, edit, qrcode, qrcodes, vsqrcodes, flopera, krissaily, strangerthings, strangerthingsedit, youngsheldon, missybeingmissy, georgecoopergettingroasted, stacyandmateo",krissaily,709400,4231,146600,2707
3,5,original sound - Carlos_Eduardo_Espina,@lester.el.oficial,carlos_eduardo_espina,149500,11900,4449,507
3,6,original sound - The Packing Llamas,"funnyllama, llamamask, llamajoke, llamas, cutellama, llamalove, funllama, happyllamas, bestpets, llamalife, llamafun, mygirls, farmanimals",llyricthellama,1900000,7063,140500,58300
3,7,original sound - Logan Chitwood,"@gfuelenergy, yujirohanma, tekken8, bakihanma, gfuel",theloganchitwood,271900,1842,26200,1440
3,8,original sound - RICE NOTE,"cardmaking, asmr, scrapbooking, satisfying, cardtok, diycards",ricenote,2300000,4248,154200,12600
3,9,原创音乐 - StarChannelLEDlogo,"signagedesign, signage, ledneon, ledlight, signature, lightbox",opalyates7,85500,301,12100,3836
3,10,sonido original - Erika💃🏽🦋❤️,"workingmom, trabajodepintura",_sanabriaerika,210600,7527,9817,2232
3,11,original sound - Klaudia,"fyp, navidad, family",crisd173,909800,2087,82300,5074
3,12,sonido original - corrido_chingon🖤,"oscarortiz, fyp, viral, letras, parati, foryourpage, videoparaestado, corridos",corrido_chingon,1700000,1519,198300,24600
3,13,sonido original - lareinadelcorridoylabanda,"guanajuato, flores, ramo, mexicantiktok, gerberas, ramobuchon, mexico, rancho, ramos, consentia, mexicana",_zuleimaperez,414100,517,16400,6922
3,14,Te Cambie Por El - Kim Loaiza & Omar Montes,,kimberly.loaiza,1500000,10700,74700,1244
3,15,original sound - Plug Finesser 🔌,"kaicenat, fyp",realadinfinesserplug,988000,3765,91300,3253
3,16,original sound - Itati Lopez,,itatilopez_,151700,1089,4569,515
3,17,Love You So - The King Khan & BBQ Show,"leidys_sotolongo, parati, comedia, xyzbca, fypg, pov, vikingos, navidad, funny",gegj36,30200,103,2072,131
3,18,original sound - Drew 🇰🇭,@0fficial.va3h,prettyface_.faaith,2600000,8990,152100,31400
3,19,original sound - VXReel,"vfx, robotvaccuum, robotvacuumandmopcombo, robotvacuumcleaner",vxreel,221600,3716,18700,23600
3,20,original sound - Lucas and Marcus,,dobretwins,350000,1906,25800,633
3,21,From Tha Back - lil.Eaarl,"fyp%E3%83%84, foryoupage, identicaltwins, dance",zaii623,1200000,2929,175500,7652
3,22,sonido original - Rolendypérez,"fpay, usa, invier, nievergessen, usanieve%F0%9F%87%BA%F0%9F%87%B8%E2%9D%84%EF%B8%8F, parati",joelbarbe,100100,1428,5709,21300
3,23,sonido original - Lázaro Capaldi,,keniaos,1900000,11700,94600,6428
3,24,only cool people use this sound - rubesdied,,skykatz,541400,1393,25000,757
3,25,sonido original - UniversalPicturesMX,,nicollefigueroaa,1700000,1268,45400,1376
3,26,son original - nostalgia.z,,guilletbd,171500,1809,8047,106
3,27,Los Besos Que Te Di - Kim Loaiza,,kimberly.loaiza,1300000,18400,73700,17500
4,0,mario sound - mandycap,"eeuu, fyp",brenkdani,93100,253,4932,122
4,1,original sound - scarlett ʚɞ,"fyp, hellokitty",mattyu40,2200000,26100,275300,34200
4,2,original sound - That’s So Drea,asmr,thatssoodrea,153700,1846,16600,768
4,3,Convéncete - Princesa Alba,,nicollefigueroaa,838600,940,19700,605
4,4,original sound - Studio4bynadia,"xv, xva%C3%B1os, quince, huapangos, quincea%C3%B1era, parati",studio4bynadia,1400000,2125,142400,9169
4,5,sonido original - Jungkook's gf🌷,@chinguamiga,antoniaboterob,279000,728,10400,542
4,6,Linea Del Perreo - Uzielito Mix & Yeri Mua & El Jordan 23,,nicollefigueroaa,1400000,2788,26600,595
4,7,original sound - siisbs2,"pov, tiktok, fyp",siisbs2,314600,991,35200,1131
4,8,smells like teen spirit - julia <3,"converse, kurtcobain, smellsliketeenspirit, nirvana, @aby.mustaine_",user6382946183,368200,1484,54000,1776
4,9,Por Dentro - Rels B & Kenia OS,,keniaos,2300000,11900,81400,3423
4,10,Te Llenaste - El Alfa & Yomel El Meloso & El Fother,"@user1760982938853, fyp%E3%82%B7, cutebaby, babyfever, trending",queen_kye18,44200,1049,2388,417
4,11,sonido original - Barthomas,,barthomas_,283100,5088,27700,3206
4,12,оригинальный звук - G.ghoust,"chico, chicolachowski, chicolachowskiedit, franciscolachowski, jordanbarrett, model, edit",g.ghoust,1400000,5875,156100,10100
4,13,sonido original - Gloria Quintana Jimé,"sue%C3%B1oamericano%F0%9F%87%AE%F0%9F%87%B9%F0%9F%87%BA%F0%9F%87%B8%F0%9F%90%90, viviendoelsue%C3%B1oamericano, colombianosenelexterior, colombia%F0%9F%87%A8%F0%9F%87%B4, fyppppppppppppppppppppppp, estadosunidos%F0%9F%87%BA%F0%9F%87%B8, escuelasenusa%F0%9F%87%BA%F0%9F%87%B8, empezardecero",julieths27,46200,1252,2925,5336
4,14,original sound - masooti,"forzahorizon5go, forza",masooti_,774300,1604,29900,1366
4,15,sonido original - 🌸🍒Lena🍒🌸,"chisme, chismosos, school, chismesito, comedia, cesarchavez",leenie_2122,290300,1506,35000,2711
4,16,sonido original - ✨ Pipe ✨,paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii%F0%9F%A6%8B,youlopez132,25800,779,3056,2027
4,17,original sound - Jump3rsJump,@jumpersjump,jump3rsjumpclipz,402700,1268,36100,1367
4,18,Cha Cha - ZEDDY WILL,"@zeddywill, whatdoyoudoforaliving, zeddywill, chacha",trwlsh,1500000,4505,104600,1650
4,19,оригинальный звук - Пуля,,pulya_chita,464000,11700,36200,214800
4,20,الصوت الأصلي - انمار جاكسون,,kbsviews,2600000,8687,292800,25400
4,21,original sound - Fuerza Regida,"fyp%E3%82%B7, paratii, paratii, paratii, paratii, paratii, viral, viral, viral, viral, viral, viral, vistas, vistas, vistas, vistas, vistas, vistas, tiktokviral, @tiktok",taty_0025,134200,744,10100,911
4,22,suara asli - Dezalyr.,,nitlenka,987600,2067,47500,1000
4,23,sonido original - MarleneOnt,,kimberly.loaiza,1400000,7756,70600,5544
4,24,Let It Fly - Mr. Thank You,,artistgary,113100,15400,9244,4840
4,25,original sound - heySMOL,shorts,heysmol,29400,20,1329,568
4,26,som original - ✯MP3✯,,guilletbd,219400,6173,15500,274
4,27,mario sound - mandycap,"contenido, nofio",keniaos,1500000,11800,48200,1237
4,28,original sound - Dance Studioos,"dancer, dance, wcs, westcoastswing, westcoastswingmoments, partnerdance",dancdrgtrn3,404100,2207,31000,10800
