batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - David Lawson,,dobretwins,261600,4309,31400,4422
1,1,,blindkaraoke,hannahizawesomeful,1000000,916,45400,2165
1,2,,"hispanicsbelike, growinguphispanic, jrvillanueva, hispanictiktok, spanglishtiktok",,213800,1414,28600,3050
1,3,,"fortnite, prankcall",,188700,522,35900,1403
1,4,,,,312400,790,9870,1616
1,5,,"kpop, bebop, imsohappy, excited, foryou, ilovekpop, pinkbow, cute, 2xspeed, fyp",,2100000,19900,259300,38500
1,6,,,,413100,911,42700,568
1,7,,"beamngdrive, tiktok, beamng",,31600,247,3037,5548
1,8,,"tarayummy, samandcolby, audzs, edit, fyp%E3%82%B7",,2000000,2357,235200,4489
1,9,,"duet, mylifewiththewalterboys, isaacgarcia, isaacwalter, fyp, isaacarellanes, teamcole, teamalex, teamisaac",,495000,4214,43700,3103
2,0,,"fyp%E3%82%B7, foryou, foryoupage, fyp, fy, indiana, waaaygood, everydayfunday, pinkysup, jasonwhatareyoudoing, ayoooo, longervideos",,1200000,32500,94500,108400
2,1,,"deodorant, school, relatable",,3400000,8214,270700,11800
2,2,,"pov, badfeeling, spymom, sephora, 10years, skit, foryoupage, fyp",,398900,1766,42000,573
2,3,,"chainsfr, animation, 1min",,158500,1001,22200,545
2,4,,"fyp, trending, foryou, girlsbasketball",,469900,1570,68600,3380
2,5,,"movieclips, tvshow, movie, fyp",,709400,1164,84900,653
2,6,,"fyp, xycba, pbjerry, makeuptutorial, foryoupage, treatyourself, fyp%E3%82%B7%E3%82%9Aviral, petsoftiktok",,248900,945,40500,1200
2,7,,"fyp, tiktok, viral",,338600,492,17100,193
2,8,,"fyp, viral, relatable, quotes, fortnite, fortnitequotes, drippyed1",,188700,1392,29700,3506
2,9,,,colbybrock,463200,9956,44400,1039
2,10,,"jackharlow, lovinonme, cats, rap, hiphop, raptok, cat, catsoftiktok, fyp",,1800000,20900,210300,78600
2,11,,"graduation, slickback, shoutoutot",overtime,25600,87,1497,190
2,12,,"joshhutcherson, fivenightsatfreddy",harry.daniels,12900000,139100,1300000,255100
2,13,,"conspiracy, caughtoncamera, megalodon, creature, mythicalcreature",,153300,1060,17900,172600
2,14,,"fyp, foryou, fyp%E3%82%B7, meme, viral, storytime, blowthisup",,68000,437,14300,380
2,15,,"fortnite, fortnitebr, fortnitebattleroyale, fortnitecreative, fortnitefestival, legofortnite, fortniteracing, fortnitememes, fortnitevideos, fortnitetips, fortnitetiktok, fortniteclan, fyp, foryou, foryoupage, fypplease, foru, foryoupageofficiall, fyponly, foryouonly, foryoupageonly, viral, fyp%E3%82%B7, funny, fypviral, viralvideo, viraltiktok, viralvideoonly",,1600000,8874,239200,12600
2,16,,"christmas, christmaslights, christmasdecor, christmasdecorating, hype, hypebeast, christmaslightshow",drip,54000,1463,6066,2831
2,17,,"@lalisa_man0ban_123, top10, mostbeautiful, ranksie, fyp",,90000,23100,18100,23300
2,18,,@tabithaswatosh,tommyunold,405800,132,18200,68
2,19,,,elliotsimms,528500,3037,53900,4455
2,20,,,,231700,1057,22600,490
2,21,,"thefosters, goodtrouble, noahcentineo, tvclips, charlesmelton, riverdale%F0%9F%90%8D",,292200,816,12000,311
2,22,,,,276600,11900,26400,983
2,23,,@lilpineapplex2,,324300,2669,38600,8279
2,24,,"colbybrock, fyp, relatable, samandcolby, colbybrockedit, real, samgolbachedit, xyzbcafyp%E3%82%B7, ilovesamandcolby",,1100000,5040,134100,8139
2,25,,"pov, relatable, backpack, highschool, fyp, fyp%E3%82%B7%E3%82%9Aviral, foryou, foryoupage, viral, comedy, funny, funnyvideos, comedyvideo, funnyvideo, onlydmc, imao, trynottolaugh, hilarious",,2700000,14600,340300,26500
2,26,,"@nukeathan7, squishiesophie, paperstars, origami, origamistars",,163100,1875,14400,479
2,27,,,,489400,5034,50300,4998
2,28,,"fyp, henrydanger, henrydangeredit, henryhart, henryhartedit, jacenorman, jacenormanedit, raymanchester, raymanchesteredit, cooperbarnes, charlottepage, piperhart, jasperdunlop, kiddangeredit, captainmanedit",,799600,2744,154100,5664
3,0,,,,305300,1068,13700,1437
3,1,,"davelizewski, aarontaylorjohnson, aarontaylorjohnsonedit, kickass, kziev, fyp, edit, viral",,538300,3074,99100,3188
3,2,,"cr7, fyp, ronaldo, ronaldoprime",,1100000,9286,163400,14300
3,3,,"@getyourowninfo, fyp, viral, relatable",,66800,504,3521,60
3,4,,"fortnitememes, fortniteclips, fortnitefunny, fortnite, fortnitebr, fyp, viral, gaming",,1300000,8507,191700,23600
3,5,,"build, howto, truck, construction, diy, contractor",,141000,1889,24600,21700
3,6,,"construction, adamrose, funnyvideo",,1900000,4105,92400,8261
3,7,,"comedy, wow, funny, horror, squidward, mrkrabs, donaldduck, mickeymouse",,82300,1562,22000,4573
3,8,,@all.in.faith,,664300,11900,69300,1150
3,9,,,lexibrookerivera,1600000,8173,120300,10300
3,10,,"fyp, fashion, fun, dance",,303500,2090,55100,2475
3,11,,"kenandmel, @kenandmeli",,604000,1956,50500,4471
3,12,,"@hermajestieofficial, teacher",,238800,1633,28800,673
