batch,index,music,hashtag,author,likes,comments,shares,saves
3,13,,,,1400000,26500,112900,29800
3,14,,"school, publicspeaking",goharsguide,432800,1271,48200,831
3,15,,,,1400000,5937,204700,25300
3,16,,"dnd, yhauna, fyp, fypage, fy, foryoupage, foryou, fyp%E3%82%B7%E3%82%9Aviral, fypdongggggggg, fyppppppppppppppppppppppp, dontletthisflop, relatable, funny, viral, viralvideo, blowthisup, trending, flopada, flopera, floptok%F0%9F%98%8D%F0%9F%98%8D%F0%9F%98%AD%F0%9F%98%8C%F0%9F%A4%9E%F0%9F%92%85%F0%9F%92%85, floptok, makemefamous, xyzbca, xyzbcafyp%E3%82%B7, viraltiktok, tiktok, relateablecontent, ipad, stopflop%F0%9F%A5%B1",,1100000,4984,106300,6226
3,17,,,,81500,825,8823,62
3,18,,"croc, stomppuff, snowboots, comfy, ugly, likeyourex, sliding, shovelingsnow",,194000,721,7422,4547
3,19,,"fyp, mafteeski, skrtttttttt",,790200,6412,95200,14200
3,20,,"wtofam, fyp, foryoupage, viral, trending",,194200,954,26900,405
3,21,,"ipad, friends, paramore, herway, herwaychallenge, presidentdeborahalivilliams, deborahaliwilliams, floptok, flopera",,671200,2928,72100,7420
3,22,,"grwm, fyp, grwminclass, grwmforschool, winterbreak",,504200,1698,27500,479
3,23,,"roblox, robloxfyp, mm2, mm2roblox",,560100,3756,95900,2311
3,24,,"@xx.blueyedits.xx, asmr, asmrsound",,565500,8983,62300,2914
3,25,,"@ufw..alyssa, secretaccount",,306100,725,44400,484
3,26,,"shelter, shelterdog, sheltercat, nc, adoptme",,311400,2928,14700,667
3,27,,,,112000,4844,16600,2164
3,28,,fyp,,193500,2363,29200,3108
3,29,,"mexicandad, fyp",,2800000,23200,226700,66800
4,0,,,,2400000,9608,154500,55200
4,1,,"fyp%E3%82%B7, valentinesday, sad, basketball, xyzabc",,525400,6503,61200,13200
4,2,,"story, foruyou, fyp, acting, %F0%9F%98%AC%F0%9F%98%AC%F0%9F%98%AC",,123500,1260,17500,752
4,3,,"viral, fu, moneytok",,185700,1711,24300,3157
4,4,,"@user7874966170419, mouse, luxurylife, fyp, tiny, luxuryhomes",bridgetmccartyminis,974600,2361,87900,8629
4,5,,"9, engaged, bff, weddingtiktok, fyp",,533900,979,18800,1997
4,6,,,,543000,6115,68800,6989
4,7,,"late, friends, paramore, herway, herwaychallenge, presidentdeborahalivilliams, deborahaliwilliams, floptok, flopera",,382700,1582,38100,3421
4,8,,"greenscreen, grandpa, viral, funny, foryou, fyp%E3%82%B7, fypisbroken, jokes, cool, nostalgia, kids",,626000,9193,91500,7473
4,9,,"lilyachty, howtodress, fashion, fyp%E3%82%B7, fyp, outfit",,351600,724,36200,432
4,10,,"roblox, shadowboxing, jahgotbags, icespice",,271900,1057,48900,1090
4,11,,"@al4xiz, liloandstitch, liloandstitchedit, textedit, disney, disneyedits, velocity, velocityedit, edit, viralvideo, viral, fyp, fyp%E3%82%B7, originalcontent, foryou, foryoupage",,1200000,3831,204200,8595
4,12,,,,3600000,24100,298900,14900
4,13,,"fyp%E3%82%B7, relatable, lipgloss",,479900,3309,34400,2115
4,14,,"fyp, test, quiz, 5thgrade, math, science, history, comedy",,156600,1932,7978,200
4,15,,"ima, blackmother, period, fyp, tamiroman, bonnetchronicles, 2024, happynewyear",officialtamiroman,1200000,20500,98000,73200
4,16,,"easyrecipes, slowcooker, homecooking, onepanmeal",,772600,12600,249500,113000
4,17,,"grwm, thingsihate, makeup, storytime",,199700,842,15300,296
4,18,,"fyp, princessamelia, nevada",,132900,1818,24100,359
4,19,,,,1200000,2338,114200,3792
4,20,,,,989400,7258,66100,6335
4,21,,"fyp, foryou, viral, foryoupage, trending, blowthisup, relatable, fyp%E3%82%B7, phillytiktok",,385200,1646,48400,5181
4,22,,"roblox, robloxfyp, mm2, murdermystery2, murdermysteryroblox, mm2roblox",,780900,18500,141500,9679
4,23,,"boardnight, gno, party, boardnightchallenge, girlsnight, 2024, newyear, kennedygrace, food, innout, lovekennedygrace, icecream, wings, pizza",,2500000,14000,244500,61700
4,24,,"fyp, curlyhair, curlyhead, trending, hairtok, hairtutorial, curlyhairtutorial, mielle, camilerose, curls, afro",,401000,3261,57900,3806
4,25,,"fyp%E3%82%B7, trending, viral, couple, couplegoals, love, boyfriend, themacfamily",,351000,2927,27800,9836
4,26,,"tristandugray, gilmoregirls, chadmichaelmurray, kziev, edit, viral, fyp",,381100,1526,85900,2520
4,27,,"fyp%E3%82%B7, fatherdaughter",,181300,546,29100,715
5,0,,"tiktok, foryou, movie",,127000,288,8723,151
5,1,,,,133600,393,13800,357
5,2,,"saintsrow, saintsrow3, saintsrow3remastered, shaundisaintsrow, fyp",,177000,811,27000,879
5,3,,"fyp, trending, minifridgerestock, restock, organization, fridgeorganization, cleaning, minifridge",,165600,2565,11100,823
5,4,,"@zeddywill, whatdoyoudoforaliving, zeddywill, chacha",,1500000,4533,105100,1659
5,5,,,,357900,4820,44000,1291
5,6,,"artistsoftiktok, tutorial, howto, fyp, graffitiart, capcut",,276600,508,57000,747
5,7,,@dina_kalanta,,152700,1217,6500,1642
5,8,,"only1ebonyy, trending, capcut, pretty, eaststroudsburguniversity, pennsylvania, brooklyn, sopretty, newyork, prettygirls, soprettychallenge, madpretty, naturalhair, naturalhairstyle, naturalhairstyles, naturalhairstylesforblackwomen, naturalhairstylestutorials, naturalhairstylesideas, naturalhairstylesforwomen, curlyhair, curlyhairtutorial, curlyhairroutine, curlyhairstyles, curlyhaircheck, hairinfluencer, naturalhairinfluencer, wiginfluencer, edges, edgestutorial",,183500,865,22800,451
5,9,,"greenscreen, fyp, foryou, tiktok",,382500,37200,50000,1860
5,10,,"fyp, viral, hoopers, girlsbasketball, basketball, foryoupage, hooper, dmv, dance",,283700,1340,51800,1551
5,11,,"fyp, hellokitty",,2200000,26100,276100,34300
5,12,,"jjmaybank, jjmaybankedit, outerbanks, outerbanksedit, obx, obxedit, rudypankow, fyp",,1300000,4947,248600,9107
5,13,,"fortnite, fortnitememes, fortniteclips, fyp",,283800,1058,38200,1533
5,14,,"satisfying, asmr, carpetcleaning, rugwashing, foryou, foryoupage, fyp, fyp%E3%82%B7, tiktok, viral, cleaning, clean, cleantok, vipvideo, fypage, 4youpage%E3%82%B7, decompress, decompression, rugcleaning, cleaningasmr, cleaningasmrvideo, cleanwithmemotivation, satisfyingcleaning, rugtok, washing, restorations",,296200,3362,23400,3704
5,15,,,elliotsimms,284100,978,25900,1061
5,16,,"fyp%E3%82%B7, funny",,563200,3211,34600,8639
5,17,,"hoodie, makeup",,173000,337,5797,98
5,18,,"monroecheerleaders, cheerleading, cheercoach",,181800,2170,18600,648
5,19,,"pregnant, pregnanttiktok, pregnant%F0%9F%A4%B0, genderreveal, mom, parents",,752600,5997,59400,2044
5,20,,"apple, iphone, android, comparison, ios, ios17, phonetricks, tech, hitomidocameraroll",,533800,9902,47400,4056
5,21,,"fyp, cutiepie, pov",,496000,1875,22600,2043
5,22,,pov,,745400,2608,51300,719
5,23,,"thingsimleaving, 2023, 2024, newyear",,350300,1314,12800,279
5,24,,"baggyjeans, clothes, relatable",,3100000,8841,197300,19100
5,25,,,skykatz,1700000,4839,82600,1216
5,26,,"@hottopic, @alltimelow",colbybrock,755900,8271,61800,4470
5,27,,"wabe, thrift, relatable, streetwear, fashion",,1900000,7465,171000,13800
5,28,,superbowl,haleyybaylee,987500,4248,46000,3285
