batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,استعملو الصوت جعلني افداكم - Ah,@gpalase,ike_ike_0,517900,231500,160200,139600
1,1,Break Stuff - Limp Bizkit,,pigxmilk,38500,288,13400,230
1,2,Dubidubidu - Christell,,gil_liany,8900000,47700,806900,113300
1,3,original sound - Cassie,hasselbackpotatoes,cassyeungmoney,3400000,8301,1200000,129400
1,4,original sound - Jack Doherty,"@mckinleyrichardson, @ashleyroseclips, jackdoherty",jackdoherty,34800,611,2513,78
1,5,original sound - cadaea,,cadaea,618800,5271,97600,9931
1,6,original sound - LB,"itsokaytolook, dangeroustostare, thatswhatsunglassesarefor, haha, jokes, comedyvideo, skirt, cutetop, shescute, smalltowngirl, fyp, v",thecooks93,53400,636,3357,750
1,7,1 second count / when button pressed / time signal 03(1107043) - QUESS,"h20mermaids, h20justaddwater, h20justaddwater, justaddwater, h20, fouryou, h20justaddwater, h20edits, fyp%E3%82%B7%E3%82%9Aviral, h20mermaids, jxsoo_drama, movieclips, h2o, movieclips, cloesertori, viral, h20justaddwater, justaddwater, justaddwater, h20",jxsoo_drama,3700000,5209,191700,5368
1,8,оригинальный звук - scar1exa,,awkspew.roo2,694900,3687,58900,13000
1,9,Renee - SALES,"doublejawsurgeryrecovery, doublejawsurgery, doublejawsurgeryjourney, braces",virginiaeelder,2700000,19500,73700,20300
1,10,original sound - Warkoz,,breckiehill,500900,8973,30100,2963
