batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - Nick Nayersina,"nicknayersina, nayersina",nayersinashorts,99800,106,6505,97
1,1,Clap For 'Em - YungManny,igmirandahhmarie,yoitspink,473200,2622,46000,3023
1,2,That's My Best Friend - Tokyo Vanity,,sydneyshmity,72500,592,5446,226
1,3,original sound - Breckie Hill,greenscreen,breckiehill,56700,377,2694,52
1,4,original sound - NotSchizophrenic - 3arl.Alqu3y,"fivenightsatfreddy, fnaf, fnafsecuritybreach, fnafruin, fnafhelpwanted, fnafhelpwanted2, roxannewolf, roxyfnaf, roxannewolfmarrymepls, mommyroxannewolf, roxannewolfsimp, foryourpage, fyp, goviral, real, meme",theescaperyt,239600,1002,45000,5128
1,5,Savage - Megan Thee Stallion,"gymnastics, backflip",naladaddyy,12900,110,1782,35
1,6,original sound - Dayquan & Arianna,,dayandari,227000,1296,23900,1527
1,7,original sound - callum🫠,,megnutt02,33800,58,1967,26
1,8,original sound - Itsyourboymrkebs,"fyp%E3%82%B7%E3%82%9Aviral, mrkebs24, blowthisup, blowthisup, foryoupage, pourtoi, viralvideo, foryou, comedy",officialmrkebs24,31700,240,1698,800
1,9,original sound - Brooke 👩🏼‍🎤,,diamantblazi,36100,456,2922,357
1,10,Lemme get that - Frizz🗽.,,sophieraiin,323400,626,35600,1390
