batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,Mek It Bunx Up - Deewunn & Marcy Chin,,leaelui,1600000,8141,103800,6148
1,1,original sound - Kervo.dolo,"fyp, foryoupage",kervo.dolo,6300000,43300,576500,126700
1,2,оригинальный звук - никто,,realburnttoasthehe,113900,464,15100,658
1,3,Lovin On Me - Jack Harlow,"fyp, egirl, viral, fakebody",daisybloomss,56800,361,4260,200
1,4,show u off - DJ Simmy,,jynxziontwitch,1200000,8256,60200,12900
1,5,original sound - BALIALDN,,balialdn,31500,290,1679,386
1,6,original sound - Manifest,"fyp, manifest, manifestation, manifesting, manifestacion",manifestbabessz,239,19,28,12
1,7,original sound - Slim 199x,"fyp%E3%82%B7, dance",thomasharris21,241500,7957,30500,27600
1,8,original sound - Ejay,"fyp, viral, rizz, ejay",ejaycruzz,80400,167,5842,123
1,9,Los Malaventurados No Lloran - Panda,,gianelyxx,85800,1128,5240,869
2,0,Dc mig og joseee - Anna Liva Öhlin🪩,"trend, fyp, girl, dance, girldance, unioutfitideas",vika.krez,219000,570,24900,1112
2,1,original sound - FULL VIDEOS BIO,"capcut, template, fy, trending, fyp, viral",full.video.in.bio80,2282,0,433,21
2,2,original sound - Jaykindafunny,@amariahmorales,jaykindafunny8,238900,719,19100,1671
2,3,Diamondz n Roses - VaporGod,,ximenaaasaenzzz,284600,362,27900,387
2,4,original sound - clippedode,"deshae, fyp",clippedode,242800,2515,25400,8544
2,5,original sound - kelly gallo,interview,kellyxgallo,24200,111,1443,25
2,6,original sound - Teacher Tori,"test, professor, correction, school, teacher, englishteacher",teachertoristuff,2000000,37800,84500,24900
2,7,"Automotivo XM, Taka Taka Taka Tá - Dj Brunin XM & Mc Lullu & Mc Erikah & Kinechan",,aricryztal,320800,1146,36200,1620
2,8,sonido original - LyricsSpain2.0,"@tereesarodriiguez_, fyp, trend, dancechallenge",imjane___,153700,184,20200,695
2,9,Creepy and simple horror background music(1070744) - howlingindicator,,coltyy,4000000,18800,159700,6825
2,10,"Jazz masterpiece ""As time goes by"" covered by a Jazz violinist by profession(962408) - ricca","steakdinner, husbandwife, pregnancycravings, easyrecipe, coupletok, fyp%E3%82%B7, valentinesday, homecooking",naraazizasmith,524400,1957,26900,1908
2,11,underneath the tree - ‍r7ptor,"@theaishahsofey, @summerxiriss",sophieraiin,179900,1280,29700,1922
2,12,last chance - 🤍,@belllabriii,mitchrenaudd,195200,1294,20900,1812
2,13,original sound - lol yea.,,jaden.traub001,27300,146,2041,92
2,14,Originalton - mar,,mar_milne_,408600,1025,41200,2409
2,15,sonido original - Carlos Feria,,carlosferiag,288800,797,14900,6192
2,16,original sound - rubesandluce,christmastree,nikikozielec,11400,64,834,16
2,17,original sound - N3ONHUB,"viral, trending, fyp%E3%82%B7, n3on, n3onclips, loyaltytest",kkreacts,2882,18,370,24
2,18,original sound - Hannah Stocking,@anwar,hannahstocking,139400,829,13600,1634
2,19,son original - denden.yb,,leaelui,429000,2774,31000,1970
2,20,original sound - European kid,,theeuropeankid,1500000,4518,67700,4796
2,21,original sound - Sour Comedy 🍋,"mattrife, mattrifecomedy",sourcomedy,51200,254,4093,1884
2,22,Wow I need a minute to think about this - The Specialist,,user566965091,88500,663,4952,254
2,23,オリジナル楽曲 - 🐷きょっちゃん🐽 - きょっちゃん,"outfit, mistraumasmischistes, yo, y2k, coquette, trend, baile, humor, fyp",splendamente,13300,495,722,46
2,24,original sound - Grandview HS Cheer,thejiggyprince,thejiggyprince,122800,141900,9823,1150
2,25,original sound - kayla,fyp,kaylamalecc,672500,4230,69400,1846
2,26,AIN'T GONNA ANSWER - NLE Choppa & Lil Wayne,,kingminion_8,4600000,17100,296600,20400
