batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,оригинальный звук - zoomedits,"@wenonugget, omega, nugget, wow, a, new, emotion",zoomedits_,2400000,12100,316900,92200
1,1,,"shlay%F0%9F%91%B8%F0%9F%8F%BB, shlaynation%E2%9D%A4%EF%B8%8F%F0%9F%A4%9F%F0%9F%8F%BE%F0%9F%94%90, haitiantiktok%F0%9F%87%AD%F0%9F%87%B9, congelar, %E0%B8%AA%E0%B8%9B%E0%B8%B5%E0%B8%94%E0%B8%AA%E0%B9%82%E0%B8%A5%E0%B8%A7%E0%B9%8C, %E0%B8%AA%E0%B9%82%E0%B8%A5%E0%B8%A7%E0%B9%8C%E0%B8%AA%E0%B8%A1%E0%B8%B9%E0%B8%97",,123500,1825,10100,648
1,2,,"%D0%B2%D1%80%D0%B5%D0%BA%D0%B0%D1%85, %D0%B2%D1%80%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8, garkunfan, __garkundl__",,101400,234,20800,474
1,3,,"fyp, highschool, viral",,1200000,5928,129400,1708
1,4,,"coffee, lateforwork, elmodriving, cops, elmo, drivingtowork, work, traffic",,4300000,25700,459400,438100
1,5,,"football, barcelona, fypage",,889100,5185,64200,25300
1,6,,"capcut, viealvideo, humbe, fantasmas",,196100,239,33100,1191
1,7,,,lanaslifeee,132400,2673,24600,543
2,0,,"@bbelllav_, 6foot10, 4foot8, fyp, talltok, heightdifference",,318700,4129,17500,4289
2,1,,"capcut, funny, funnyvideos, meme, funnyvideo, trending, viral, fyp",,24000,147,2267,219
2,2,,"comedy, dogsoftiktok, dogmom, goldenretriever",,1300000,13600,78300,200800
2,3,,"fyp%E3%83%84, foryoupage, identicaltwins, dance",,1200000,2933,175900,7672
2,4,,"car, auto, cartiktok, cars",,391800,4455,70600,54800
2,5,,"boardgames, gamenight, couple, fun",,1600000,3681,89900,26600
2,6,,"meme, fyp, mascot, dancing, dream, real, relateable, school, job, foryou",,2600000,27900,301400,79100
2,7,,"@patmfclash, ford, truck, transmission, specialist, technician, automotive",,534300,7415,37000,8160
2,8,,"%D0%BF%D1%83%D1%82%D0%B8%D0%BD, %D0%BF%D1%80%D0%B8%D0%BD%D1%86, %D1%81%D0%B0%D1%83%D0%B4%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F%D0%B0%D1%80%D0%B0%D0%B2%D0%B8%D1%8F",,252400,998,24100,9302
2,9,,"basketball, nba, sports, fyp%E3%82%B7",,54000,72,3863,295
2,10,,"tiktok, fyp, army, trend, zyn, military",,905100,5423,56900,72300
2,11,,"nba, sports, basketball, fyp",,4300000,3464,259700,8552
2,12,,"capcut, tiktoktrending, hockeyplayer, viralhockey, hockeytrending, nhlgameday, flapanthers, gamedayready, montour, brandonmontour, nhl, nhltiktoks, nhlvideos, trendingnhl, @flapanthers, @nhl",,2500000,3059,198800,3579
2,13,,"passengerprincess, autistic, overstimulated",,679700,1655,53300,110100
2,14,,"fu, erich, money",,1100000,26200,93500,18900
2,15,,"lenaxmaury, fyp%E3%82%B7",,287200,420,18600,1619
2,16,,"seungmin, kimseungmin, straykids, skz, stay, lovestay, kpop, edit, %EB%8F%85group, capcut",,517299,3524,132500,9070
2,17,,"recipes, asmr, foodtok, fyp%E3%82%B7, primalgourmet, beef, carnemechada",,589300,4777,84000,13600
2,18,,"generations, generation, fyp, fyp%E3%82%B7, foryou, trending, fish, fishing, fishtok",,115000,6127,6087,1712
2,19,,"sandwich, sliders, superbowl, gamedayfood, recipe, snacks, gameday",,421400,9603,88000,30000
2,20,,"mipropiomuseo, fantasmas, capcut, %F0%9F%A5%B9%F0%9F%A5%B9, atardecer, viralvideo%F0%9F%94%A5, %F0%9F%92%97%F0%9F%A5%B9%E2%99%A1, honduras%F0%9F%87%AD%F0%9F%87%B3%F0%9F%87%BA%F0%9F%87%B8%F0%9F%92%99504%F0%9F%91%80%E2%9D%A4_viral",,132300,93,25200,636
2,21,,"%D1%80%D0%BE%D0%B1%D0%BB%D0%BE%D0%BA%D1%81, %D0%BF%D0%BE%D0%B7%D0%B7%D0%B8, %D1%80%D0%BE%D0%B1%D0%BB%D0%BE%D0%BA%D1%81%D0%BA%D0%B2%D0%B8%D0%BD",,86300,2908,11800,1420
2,22,,"fyp, foryou, bracelets, colorful, teacher, 5thgrade, drip, viral, fyp%E3%82%B7, blowthisup, trending, xyzabc, xyzbcafyp%E3%82%B7, fyppppppppppppppppppppppp",,218400,1353,11800,407
2,23,,"lamborghini, urus, fyp, loud, exhaust, fabspeed, raw, foryou, goodbye",,122000,2300,6990,4521
2,24,,"fyp, fortnite, fortniteclips, clutch, duo, squad",,1600000,17900,184200,35600
2,25,,"animals, confusingbehavior, chipicat, cutecat, catdance",,735400,14500,72500,94400
