batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,Rich gang - Sufferryanyt,,b.e.n_rl,206800,5767,16200,6795
1,1,original sound - Force_Effects,"crime, theft, gift, giftcards, store, christmas, criminal, thief, saftey, security",force_effects,694400,15100,71800,129000
1,2,original sound - leona mcanally,"fyp, fyp%E3%82%B7, foryou, foryoupage, tiktok",leona.mcanally,744600,43300,85900,340000
1,3,original sound - Chop from Grand Theft Auto 💰,"rottweiler, petsoftiktok, rottweilersoftiktok, dogsoftiktok, rottweiler, rottiesoftiktok, rottie",chopfromgta,191900,375,9348,496
1,4,original sound - ItsAndrewz🥴,,itsandrewz,625800,5560,81100,12800
1,5,original sound - jennifer ✭,"fyp, youladiesalright%3F, improv, basketball, dub",kealeyyyyyy,688100,1462,55800,1217
1,6,original sound - ꪑꪶᒿꫀ,"emoney, erich, foryou, fy, fu, viral, jslo",slipsmadejslo,140300,4961,17700,2757
1,7,original sound - luvz4sily💞,"fp, xyzbca, foryou, luvz4lily, loveyouuu, fyp%E3%82%B7, lily, sergio, viral, edit",luvz4sily,218600,512,34500,255
1,8,original sound - ★𝐩𝐚𝐢𝐬𝐥𝐞𝐲★,"fyp%E3%82%B7, relatable, fyppppppppppppppppppppppp, realization, foryoupage, blowthisup, foryou, trending, thefloridaproject",morasecreate_page2,609500,12100,60200,5370
1,9,original sound - pure ❦,"levis, lilwolf727, brownandproud, fyp%E3%82%B7",lilwolf727,189700,408,11800,680
1,10,original sound - Josh Liljenquist,,joshlilj,195200,530,7594,198
1,11,original sound - Debbie Valdez,"fyp, fyp%E3%82%B7, couple, couplecomedy, couple, foryoupage, relationship, couplegoals, viral, couplelove, trending, xybca, funny, couplestiktok, relatable, foryou, boyfriend",debbiekval,2300000,4772,188300,17500
2,0,sonido original - Chachi _0102,"@iloverussellwilson, @888tweak, football, nba, kobe, soccer, neymar, fyp, foryou",zostyler,819800,2622,81700,1280
2,1,Pope Is a Rockstar - SALES,"fyp, viral, smallbusiness, cute, fyp%E3%82%B7",anxietycouple,202800,635,13400,236
2,2,And why arent you in uniform - No context Spongebob,"therookie, timbradford, celinajuarez",ericwinter76,1800000,5620,70600,9727
2,3,original sound - MartyBlendz,,officialmartyblendz,231100,1032,30700,1651
2,4,i loved - mio 🇵🇸,"pov, relatable, backpack, highschool, fyp, fyp%E3%82%B7%E3%82%9Aviral, foryou, foryoupage, viral, comedy, funny, funnyvideos, comedyvideo, funnyvideo, onlydmc, imao, trynottolaugh, hilarious",onlydmc,2700000,14600,340100,26500
2,5,original sound - Ms. C,"teachersoftiktok, teacher, teachertok, highschoolteacher, music",stillateacher,2200000,14900,203100,4585
2,6,オリジナル楽曲 - viola - Udon,"fyp, relatable, relationship, couple, viralvideo, gf, bf, huh, foryourpage",jnl.production,350200,2704,30300,2106
2,7,original sound - Brent Rivera,,brentrivera,976600,6650,51600,20900
2,8,original sound - rube🎧,"fyp%E3%82%B7, rubequartz, rubediamond, actors, actress, blm, foryou, trending, edit, xyzcba, viral, @dannyversal, @wtchfies",rubediamond,293900,3078,45400,873
2,9,A Ram Sam Sam - CanzoniPerBimbi,"genz, genalpha, kidsoftiktok, tweensbelike, 12, makeup, eyelashestutorial, eyelashextensions",marshallesesisters,205000,1875,10800,303
2,10,original sound - {🎀} J ★ M E S <3 {🦢},,sailor_jakeypoo11,212700,13200,45200,15700
2,11,original sound - Chanda,"meme, memecut, elmo, fyp, relateable, cars",carlchanda,820000,2935,77200,79200
2,12,original sound - Gio + Emmy,"fyp, fyp%E3%82%B7, foryou, parati, lol, dog, doggo, dogsoftiktok, dogs, dogmeme, dogtok, pet, pets, petsoftiktok, chihuahua, chihuahuastiktok, chihuahuas, viral, blowthisup",trashygas,808900,5357,62100,9317
2,13,original sound - juarez family 🫶 0x,,giosfartss,228600,321,29400,295
2,14,original sound - Destiny Symone,,cookingwithdestiny_,178800,446,53800,10200
2,15,Sneaky Friends - Eitan Epstein Music,,moontellthat,103800,1536,4525,517
2,16,original sound - I LOVE JESUS♥,"jesus, 1billionviews, keepbeingviral, amen%F0%9F%99%8F, prayer, bible, christianity, dios, pray",usa.jesusloveyou,104400,17600,10300,9073
2,17,MOVE YO BODY - Bryansanon,"fyp, pbjerry, makeuptutorial, xybca, fyp%E3%82%B7%E3%82%9Aviral, petsoftiktok, foryoupage",playboi.jerry2x,143900,2245,28000,1032
2,18,Obsessed - 𝐒𝐏𝐎𝐓𝐈𝐅𝐘,,b.e.n_rl,110100,4759,16200,2127
2,19,sunet original - Victor drx99,,sophialoveramirez,489200,5032,50200,4998
2,20,original sound - squishiesophie,"@nukeathan7, squishiesophie, paperstars, origami, origamistars",squishiesophie,162600,1862,14300,478
2,21,original sound - user09296554460,,fishpee_,1100000,3804,108800,3568
2,22,Chopin Nocturne No. 2 Piano Mono - moshimo sound design,"fortnite, fortnitebr, fortniteclips",revengx,2300000,21500,226000,44500
2,23,Love You So - The King Khan & BBQ Show,,beudoan17a11,659100,10400,180000,51900
2,24,original sound - Kervo.dolo,,kervo.dolo,2100000,16600,207400,43900
2,25,Body - Megan Thee Stallion,,mothersewsbest,3500000,36600,319800,215700
2,26,snowfall - Øneheart & reidenshi,,semkavkvadrate,7100000,17400,398500,13700
3,0,,@louieveemoonteenmoonfam,,297300,1571,20300,722
3,1,,"hometips, tricks, tips",,146500,866,44200,18700
3,2,,"pregnant, pregnanttiktok, pregnant%F0%9F%A4%B0, genderreveal, mom, parents",,752000,5987,59300,2042
3,3,,"fortnite, skybase, fortniteskybase, skybasefortnite",,723200,3420,47800,4126
3,4,,"fyp%E3%82%B7, couplestiktok, couples, blowthisup, funny, lukenizzy",,2500000,4158,188500,15600
3,5,,"roblox, shadowboxing, jahgotbags, icespice",,271800,1057,48900,1090
3,6,,,,2000000,4348,210200,9296
3,7,,,,1000000,2658,108500,18600
3,8,,"glitterroses, hellokitty, viral, share, repost, eternalroses, couquette, hellokitty, pink, glitter, roses, sparky, foreverroses, foryoupage, pinkbouquet%F0%9F%92%90, flowers, hellokittylover, hellokittybouquet, hellokitty%F0%9F%98%BB",,5100000,41900,593100,90600
3,9,,"logo, quiz, workout",,1400000,2269,59700,1245
3,10,,"@_seraphsworld_, @c4pr1i, seraph, capri, badkidprom, badkidprom2023, baeyouknowyoufine",,596800,1749,89800,1682
3,11,,"grwmroutine, gym, getreadywithme, gymgrwm, running",,157000,709,10800,197
3,12,,"caraccessories, carplay, foryou",,204200,988,50100,10900
3,13,,"amp, kaicenat, fanum, duke",,361400,266,16500,222
3,14,,"pov, xyzabc, fy, bathandbodyworks",,583200,4292,27700,3530
3,15,,"phonecase, iphone15, cool, macha",,172300,1213,21500,3977
3,16,,,,430100,1881,45100,2464
3,17,,"sml, capcut, foryou, fyp%E3%82%B7, fyp, smljeffy, juniorsml, codysml, josephsml, sml_team%F0%9F%8C%B9, viral, brooklyntguy, meandbro",,1600000,30800,218700,100000
3,18,,caballosbailadores,,1200000,10700,74100,40900
3,19,,"fortnite, fortniteclips, fortnitememes, fyp",,440400,2485,42900,16000
3,20,,,,1000000,3431,62600,1372
3,21,,"fyp, foryou, wannabegangsters, tagthem, blowthisup, funny, video, viral, skit",,1800000,13300,230300,19300
3,22,,"roblox, obby",,1300000,4651,152800,8282
3,23,,"@kdean137, fyp, foryou, school, teacher, katiedean, johncohen",,546600,18600,38700,8308
3,24,,,louiecastro,402200,403,15100,615
3,25,,"@thisnotnaiiii, @lavonshea7, @essencee.sss, @l.lemarianeeee, @beautifull_82, @blackgurlmagic504, @bearvana, @natashataylor207, @yesmee52",,354400,1548,37400,1303
3,26,,,,255300,1439,15800,1211
