batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,Epic Inspiration - DM Production,,graciebonr,177600,5949,80800,19400
1,1,original sound - Ethan Steele,,ethan.stee1e,1200000,5577,128400,5991
1,2,original sound - eminem 😉 >>,"fit, fitness, fittok, fitcheck, outfit, outfitideas, lululemon, eminem, polishgirl, poland, polish",imcocolemonxoxo,67400,802,230300,503
1,3,som original - lalarinha,,breckiehill,74800,1166,85000,793
1,4,original sound - cadaea,,cadaea,618900,5262,97700,9934
1,5,sticky rice - raisin,@sophieraiin,theaishahsofey,152100,593,27700,1297
1,6,original sound - Mr. There it go,"snowboardinggirl, skiergirl, gondola",venessanutz,298200,996,59500,4135
1,7,original sound - I follow back 🙈,"biggynorriss, norrisnuts, capcut, glowup, edit, biggynorrisedit",where.you.are03,96100,2343,18600,2522
1,8,Following just the New tiktoker - TikTok Queen🇧🇪 🇮🇹,ladykaylive,lady.kay_,58500,49800,24600,10500
1,9,Love Is Beautifully Painful (Ghost Duet Version) - Darkrose,"fyp, foryou, foryoupage, emotional, dad, son, trans, viral",dailytokky,391400,6772,51200,7190
1,10,original sound - Sierra Larson,"fyp, fypage, trendy, romantoolit, thanksgiving",theonlyromantoolit,98200,667,16600,358
1,11,original sound - OFF™,fyp,lelasohna,28800,316,8080,502
2,0,original sound - Kadisha🕷️,"fyp, kattwilliams, christucker, jeffreyepstein",kadishalynnnn,200500,2447,20400,8224
2,1,original sound - OwnersBox,"nfl, superbowl, chiefs, 49ers",ownersbox,632500,13400,140900,12300
2,2,เสียงต้นฉบับ - nad♡inem - 𓇼,bracelettutorial,yarnivora,2000000,3851,860500,34200
2,3,MGK freestyle whos in my top ten machine gun kelly - mgkmagic,"machinegunkelly, mgk, colsonbaker",mgkmagic,30300,391,3275,1220
2,4,It is a long song with a strong mystery.(1041687) - syummacha,"lanadelrey, musicindustrysecrets, darkhollywood, scary, creepy",grace.mitscherlich,518500,7655,73400,5351
2,5,original sound - Carlos_Eduardo_Espina,,carlos_eduardo_espina,110500,4205,7373,8865
2,6,original sound - big bruh,"lightningmcqueen, cars, lightningmcqueenedit, carsedit, fyp, viral",big.bruh4,1700000,11000,121500,1402
2,7,original sound - Joe Robert Khamou,"nflfootball, chiefs",fantasyfootballcounselor,56500,9306,4848,9871
2,8,original sound - بلال الحداد-Bilal Haddad,"%D8%AA%D8%B1%D9%83%D9%8A_%D8%A7%D9%84_%D8%A7%D9%84%D8%B4%D9%8A%D8%AE, %D9%85%D9%8A%D8%B3%D9%8A, %D8%A8%D9%84%D8%A7%D9%84_%D8%A7%D9%84%D8%AD%D8%AF%D8%A7%D8%AF",abo_lbil,706600,19000,57000,19200
2,9,original sound - screenhouse,"loveonthespectrum, realitytv, cute, abbeyromeo",screenhousetiktok,1300000,9394,75400,37200
2,10,original sound - TizzyEnt,,tizzyent,193400,11200,6453,15900
2,11,"Suspense, quiet urgency, suspicion, investigation：L(1029430) - cowaii - Fear music encyclopedia","superbowl, 49ers, baltimoreravens, conspiracytiktok, leaks",grace.mitscherlich,68200,1863,6230,3988
2,12,"Painful, crying piano music with ambient sounds(1292263) - syummacha","truecrime, gypsyrose, gypsyroseblanchard, truecrimecommunity, truecrimeallthetime, crimetok, foryou",crimetimeteatimewithbree,124700,915,6029,869
2,13,original sound - David Pakman,davidpakman,davidpakmanshow,24800,1579,798,286
2,14,som original - Royal News Channel,,royalnewschannel,67700,2098,5400,1403
2,15,original sound - Stephanie 💙,"contentcreator, monetizetiktok, millenialmom, creativityprogrambeta, tiktokearnings, nogatekeeping, salarytransparency, tiktokshopaffiliate",steph_murphy,64800,1367,13300,2162
2,16,original sound - Posterised,"jayz, rap, hiphop, raptok, rapper, @lolnetwork",boardroom,471000,2077,19800,3417
2,17,original sound - Caitlin Emiko,"iwastodayyearsold, airpodhack, airpods",caitlin.emiko,747000,2977,141200,38400
2,18,original sound - Y O U R S🖤🫀,"javidkhan0301, fyp%E3%82%B7%E3%82%9Aviral, viral_video, viral, viralvideo, fyp, @javidzada40, @ashfaq.777official, @pktiktokofficial",javidkhan0301,356600,3624,21100,5137
2,19,sonido original - Carlos Diaz.,"vicentefernandez, unaztecaenelazteca",carlos.dyaz,104100,619,7258,17100
2,20,original sound - Puff Puff,"bestfriend, bestie, love, hereforyou, byyourside, couple, boyfriend, girlfriend, hug",thesappyseals,588600,14900,124600,75300
2,21,The Oogum Boogum Song - Brenton Wood,,wrenniiie,1400000,11800,103300,30300
2,22,original sound - Attorney Pish,"lawyer, law, facts, tips, learn",attorneypish,231600,14700,9737,3813
2,23,Work (Originally Performed by Rihanna Ft. Drake) [Instrumental Version] - Hit The Button Karaoke,"sprinklesprinkle, shera, sheraseven, relationship, relationshipadvice, golddigger, richmen, rich, money",sprinklesprinkleclips,853400,4409,41500,19600
2,24,Elf - Main Theme - Geek Music,", , , highproteinrecipes, highproteindesserts, healthydesserts, ninjacreami, ninjacreamirecipe, healthyninjacreami, ninjacreamiproteinicecream, ninjacreamitips, capcut",lexnate,16100,48,8444,1141
