batch,index,music,hashtag,author,likes,comments,shares,saves
4,3,original sound - Eco gel 🐠,"theamazingworldofgumball, theamazingworldofgumballcosplay, tawog, tawogcosplay, gumballwatterson, darwinwatterson, darwinwattersoncosplay, fyp%E3%82%B7",niim.o_,287800,1257,45300,768
4,4,original sound - Elroy Red Beard,"fyp%E3%82%B7, foryou, foryoupage, fyp, fy, indiana, waaaygood, everydayfunday, pinkysup, jasonwhatareyoudoing, ayoooo, longervideos",elroyredbeard,1200000,32500,94500,108400
4,5,original sound - Semi Cured Gel Nail Strips,"diygelnails, nailinspo, nailgel, nailart, semicuredgelnailsticker, christmasnails, holidaynails, gelnailsathome, gelnailwrap, semicuredgelnailstrips, semicuredgel, diynails",galorase,781200,2068,71500,17100
4,6,original sound - Ken Rose,"fyp, foryou, 4u, getreadywithme, @quirenea",therealitsken,183800,1273,15900,310
4,7,Funny - Gold-Tiger,"cat, catsoftiktok, blackcat, petsoftiktok, pet, funny",black.cat.maui,808300,3677,92100,11800
4,8,Lovin On Me - Jack Harlow,"jackharlow, lovinonme, cats, rap, hiphop, raptok, cat, catsoftiktok, fyp",chillestcat,1800000,20900,210300,78600
4,9,original sound - Pacosnation14,,lilkilp,635800,5460,41600,3152
4,10,Che La Luna - Louis Prima,"food, whatieatinaday, tall, olivegarden, wieiad",adamandashlyn,1000000,934,30600,827
4,11,original sound - Omarnutro,,omarnutro,545500,2170,79300,6802
4,12,Gucci Flip Flops - user73494582901,"fyp%E3%82%B7, arie%F0%9F%92%95, viral, viraltiktok, prettygirl, mixedgirl, relatable, girls, gucciflipflops, bhadbhabie, tiktokdance",yafavafrolatina_,537500,1962,75000,1719
4,13,original sound - bromarwolf,"mexicandad, fyp",bromarwolf,2800000,23200,226700,66800
4,14,オリジナル楽曲 - viola - Udon,"fyp, relatable, relationship, couple, viralvideo, gf, bf, huh, foryourpage",jnl.production,350300,2707,30300,2107
4,15,original sound - michelleee 🪩,"mattsturniolo, mattsturnioloedit",marisnoirrs,278000,1492,84600,1939
4,16,original sound - pythiadapodfbfnb,,pythiadapodfbfnb,138300,561,16500,506
4,17,original sound - a. 🦇🖤,"fyp, jakewebber, colbybrock, samgolbach",angelsxplr,741100,1757,92300,1820
4,18,Situationships - Momo,"situationship, relationship, love, dating, comedy, fyp",alloramomo,5900000,27000,742200,98800
4,19,original sound - FireDeptChronicles,"light, ems, pole",firedepartmentchronicles,452900,860,35700,2274
4,20,Mii Music but It Makes You Uncomfortable - lukeitslukas,"fortnite, fortniteclips, fortnitememes",morbidfat,493200,5416,36500,3471
4,21,original sound - Trevor reacts,,trevorreacts,169300,88600,24100,466
4,22,"ARE WE STILL FRIENDS? (don't get green skin, keep contact) - Tyler, The Creator","fyp, xyzbca, dedgirl, pinkhair, grwm, makeup, ootd, outfit, clothes",elm0zwrld,358900,1086,21500,238
4,23,original sound - FOLLOW FOR MORE,"chainsfr, animation, 1min",granderclips,158700,1004,22200,546
4,24,PITCH THAT ASS - MR. OH MY GAWD 😎,"fyp, viral, blowthisup",yeahdatsmarieee_,1400000,4996,205600,14000
4,25,Stereo Love(Remix) - 南辰Music,,hamedin7,759800,9540,213800,259899
4,26,H3NDOR1X - H 3 N D O R 1 X,,c4pr1i,231800,1056,22600,490
4,27,original sound - Joe rauth,"fyp, school, class, pov",joerauth_,446500,1711,37300,1880
5,0,PISTOL PACCIN - NLE Choppa & BigXthaPlug,,michelleotp,3300000,7708,156700,8113
5,1,original sound - Jesus Christ Testimonys,"jesus, jesuschrist, christian, christianitytiktok",savior.testimony,440000,1390,53100,1400
5,2,original sound - Smooth Cut,"@joseleninhernande0, emoji, asmr, satisfyingvideo, foryourpage",smooth.cut,115300,2157,5793,522
5,3,original sound - Restoration Magic,"@sulheejessica, restoration, restorationprojects, restorationvideos, restorethings, restorationmagic",restorationmagic,3500000,21500,185900,30500
5,4,Lemme get that - Frizz🗽.,"fyp, foryou, foryoupage",caintrent,213000,3014,25300,2796
5,5,Young Folks - Shindig Society,"skincareroutine, grwmforbed, bedtimeroutine, nighttimeroutine, nighttimeskincare",ashleylamarca,519900,1081,41400,490
5,6,original sound - jechatona,a%C3%B1onuevo,fabrublacutt_,109400,850,9221,93
5,7,original sound - wabe,"wabe, thrift, relatable, streetwear, fashion",wabewrld,1900000,7483,171400,13800
5,8,Chopin Nocturne No. 2 Piano Mono - moshimo sound design,"apple, iphone, android, comparison, ios, ios17, phonetricks, tech, hitomidocameraroll",hitomidocameraroll,534000,9905,47400,4056
5,9,original sound - handleyourliquor,,bgk.24,1000000,2658,108600,18600
5,10,Party In The USA VS Loyal by 917Josh - 917Josh,"xyzbca, fyp, fyp%E3%82%B7, trending, trend, cheer, cheerleader, dancetrend, dance, basketball, basketballplayer, vs",meqionnn,1400000,10500,77800,1690
5,11,original sound - American High Shorts,"americanhighshorts, jailbreak, iphonehack, tech",americanhighshorts,797800,1366,55000,1685
5,12,original sound - Jay The Wrap Specialist,"asmr, vinylwrap, carwrap, carwrapping, asmrsounds, carwraps",jaythewrapspecialist,784300,5045,44800,8179
5,13,original sound - Baiku,"bladeball, roblox, infinity, duolingo, bladeballclips, bladeballroblox",baikuism,562400,2545,129300,2897
5,14,original sound - Food Dudes,"easyrecipe, crockpotmeals, familyrecipe, homecooking",fooddudescook,708800,12600,291800,173500
5,15,original sound - ame😂,,nevaaadaa,5900000,20300,382600,13400
5,16,original sound - Thebigsol,"viral, fu, moneytok",mezgotrich,186100,1714,24300,3166
5,17,kai bomboclaat - 6’2 with dreads btw,"fyp, foryourpage, relatable, school, foryoupage, viral, real",jnl.production,740600,4514,87400,5240
5,18,PRINCE OF DARKNESS - 派小星,"fortnite, fortniteclips, gaming, fyp, foryou",johtsu,300600,1115,18200,1194
5,19,original sound - Moon,"movieclips, tvshow, movie, fyp",moon.movies666,710400,1164,85100,653
5,20,original sound - Fanatics,,fanatics,409000,3687,19500,808
5,21,original sound - Fortnite clips,"fortnite, fortniteclips, fortnitememes, petergriffin, petergriffinfortnite",fortnite_clip_inc,357700,2657,58400,6591
5,22,original sound - Nutz💫☔️,"fyp%E3%82%B7, funny",tina_042,1500000,3040,119700,15300
5,23,original sound - riyah 🫦,"giovannaramos, giovannaramosedit, fyp, vsp, edit, whossaiyahh",whossariyahh,281300,2017,44600,2515
5,24,original sound - Shelby & Dylan,"shelbanddyl, husbandreacts, hairextensions, couples, relationships",shelbanddyl,475800,3860,15800,11400
5,25,Vibez - Instrumental - Prod. Dior,"@getyourowninfo, fyp, viral, relatable",therealstreetfamily,66800,504,3523,60
5,26,original sound - Mickey,"comedy, wow, funny, horror, squidward, mrkrabs, donaldduck, mickeymouse",mickey5206,82500,1567,22100,4585
5,27,original sound - zb cam,"fyp, fortnite, fortniteclips, clutch, duo, squad",unhinged.v2,1600000,18000,184700,35700
5,28,original sound - gianna,"ari, relateable",giannamjoyce,284600,1700,31500,586
