batch,index,music,hashtag,author,likes,comments,shares,saves
3,0,original sound - Alaskan Salmon Company,moose,alaskansalmoncompany,3700000,37200,208800,90600
3,1,IMMMMM UPPPPP - Antwitdatfatty 🍑,"fyp%E3%82%B7, relatable, trending, aylecia, xybca",leci.bby,265400,1060,41600,3753
3,2,original sound - goddess.of.survival?,,annaisspaulino,319300,2731,34400,3878
3,3,original sound - fallon,"jjmaybank, jjmaybankedit, outerbanks, outerbanksedit, obx, obxedit, rudypankow, fyp",fallonbtw,1300000,4954,248800,9118
3,4,original sound - speed ups,,aylixn,3600000,12800,287600,16700
3,5,original sound - Whoh,"warzone, warzone3, warzoneclips, whoh, callofduty",whohtv,70600,458,10100,76
3,6,Cool - destiney,"fyp, tiktok, viral",riah888,338800,492,17100,193
3,7,original sound - Food Dudes,"easyrecipe, crockpotmeals, familyrecipe, homecooking",fooddudescook,708900,12600,291900,173500
3,8,original sound - Thebigsol,"viral, fu, moneytok",mezgotrich,186400,1719,24400,3177
3,9,original sound - Jasmin & Julio,"challenge, matching, matchthecolor, waterbottle, colors, coupleschallenge, games, marriage, husbandwife",jasminandjulio,219000,604,8655,1385
3,10,Oi - My Soul Gone,"tmnt, ninjaturtles, fyp, raphael, viral, trending",radicalraphael,1200000,9286,124900,17400
3,11,original sound - Dachshund Channel,"hotdog, hotdiggitydog, dog, dachshund, dachshundsoftiktok, dachshundaddict, wienerdog, wien, sausagedog, puppy, run, fyp, foryou",dachshund.channel.27,2000000,5414,169600,53200
3,12,original sound - TrainPal,"dogsoftiktok, fyp",nadaliaaaa,7900000,19100,345000,75800
3,13,twirlanta - wzvrsl,"%D0%BF%D1%83%D1%82%D0%B8%D0%BD, %D0%BF%D1%80%D0%B8%D0%BD%D1%86, %D1%81%D0%B0%D1%83%D0%B4%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F%D0%B0%D1%80%D0%B0%D0%B2%D0%B8%D1%8F",karich127,252400,998,24100,9302
3,14,original sound - zb cam,"fyp, fortnite, fortniteclips, clutch, duo, squad",unhinged.v2,1600000,18000,184800,35700
3,15,original sound - wockag,"fyp%E3%82%B7, xybca, relatable, fyp",wockag,524900,1967,65099,8847
3,16,From Tha Back - lil.Eaarl,"fyp%E3%83%84, foryoupage, identicaltwins, dance",zaii623,1200000,2926,176100,7682
3,17,original sound - doyoucare😐,"salmajabarbique, fyp, foryoupageofficiall, fyp%E3%82%B7, foryourpage, crocs, converse, shoes, trend",salmajabarbique,1900000,15200,161700,16300
3,18,original sound - emann💕,"fyp%E3%82%B7, makemefamous, blowthisup, viral, emanrizz, rizz",yungemann,519900,1535,39800,1633
3,19,original sound - Toyy,"friends, paramore, herway, herwaychallenge, presidentdeborahalivilliams, deborahaliwilliams, floptok, flopera",toyyii_,225700,891,25900,1663
3,20,original sound - Force_Effects,"crime, theft, gift, giftcards, store, christmas, criminal, thief, saftey, security",force_effects,694600,15100,71900,129000
3,21,Meow - Dust☆,,brentrivera,254800,512,14400,1400
3,22,original sound - Ms. C,"teachersoftiktok, teacher, teachertok, highschoolteacher, music",stillateacher,2200000,14900,204400,4592
3,23,Bag Season - Jay Lewis,,santea_,312600,792,9878,1616
3,24,Mmhmm - BigXthaPlug,"viral, fyp, foryou, bracelets, colorful, teacher, 5thgrade, fyp%E3%82%B7, blowthisup, drip, trending, xyzabc, xyzbcafyp%E3%82%B7",elijahkobe17,675800,3074,52300,876
3,25,original sound - songs for you 🎧,,leanortizz,1300000,3237,75400,3289
3,26,original sound - AMBER,"jakewebber, johnnieguilbert, fyp, jakeandjohnnie, foryoupage, foryou",itscatherineamber,376700,803,31200,735
3,27,original sound - brynnchilson,"anniversary, thequeen, cakeflipping, 1year, mytalent, fyp",originalbchillmama,3100000,4975,100200,3113
4,0,original sound - Corey Hayes,"bigsis, florida, jacksonville, christmas, happyholidays, imintrouble, ididntmeanit, shestilllovesme, icetray, iceball, favoritesibling",lodosswar322,753700,3874,30200,8052
4,1,PITCH THAT ASS - MR. OH MY GAWD 😎,"fyp, viral, blowthisup",yeahdatsmarieee_,1400000,4996,205600,14000
4,2,Los Frijoles Bailan - Estilo Chihuahua,"fyp%E3%82%B7, mexico%F0%9F%87%B2%F0%9F%87%BD, packingsnacks",elizethcervantes,648000,1894,38700,8025
4,3,original sound - Michael Messer,,michael_messer,430900,1884,45200,2467
4,4,original sound - Kervo.dolo,,kervo.dolo,2100000,16700,207600,43900
4,5,A Ram Sam Sam - CanzoniPerBimbi,"fyp, fypage, foryoupage, relatable, trentonfs, intrentonfswetrust",backwoodsockyy,117600,10000,10200,929
4,6,original sound - Elroy Red Beard,"fyp%E3%82%B7, foryou, foryoupage, fyp, fy, indiana, waaaygood, everydayfunday, pinkysup, jasonwhatareyoudoing, ayoooo, longervideos",elroyredbeard,1200000,32500,94600,108500
4,7,Lord Of The Rings: The Shire (Concerning Hobbits) - Geek Music,"@user7874966170419, mouse, luxurylife, fyp, tiny, luxuryhomes",bridgetmccartyminis,975900,2363,88000,8636
4,8,original sound - SPECIALK,"fyp, viral, orlandobrown",kburton_25,620600,9528,66000,30700
4,9,original sound - American High Shorts,"americanhighshorts, jailbreak, iphonehack, tech",americanhighshorts,798100,1367,55000,1685
4,10,original sound - Sam Middleton,,itz_justlola,268900,952,20300,3838
4,11,original sound - prettyaxme,"dnd, yhauna, fyp, fypage, fy, foryoupage, foryou, fyp%E3%82%B7%E3%82%9Aviral, fypdongggggggg, fyppppppppppppppppppppppp, dontletthisflop, relatable, funny, viral, viralvideo, blowthisup, trending, flopada, flopera, floptok%F0%9F%98%8D%F0%9F%98%8D%F0%9F%98%AD%F0%9F%98%8C%F0%9F%A4%9E%F0%9F%92%85%F0%9F%92%85, floptok, makemefamous, xyzbca, xyzbcafyp%E3%82%B7, viraltiktok, tiktok, relateablecontent, ipad, stopflop%F0%9F%A5%B1",yhauna,1100000,4987,106300,6227
4,12,Oi - My Soul Gone,"fyp, fortnite, fortniteclips, fortnitememes, fortnitefunny, fortnitedance, foryou, foryoupage, foryourpage, fyp%E3%82%B7, trending",whyisbottaken,1800000,6865,214600,21600
4,13,Baby By Me - Evil Empire,"zendaya, @cath7rsis, kcundercover, kcundercoveredits, zendayaedit, zendayacoleman, ae, adobeaftereffects, aftereffects, www4teen, fyp, fyp%E3%82%B7, fypage, fyp%E3%82%B7%E3%82%9Aviral, fyppppppppppppppppppppppp",www.4teen,392000,1983,68500,2116
4,14,original sound - MOONTELLTHAT,,moontellthat,305900,1069,13700,1437
4,15,original sound - Peachybbies Slime Shop,peachyslimes,peachyslimeshopp,192900,560,7720,106
4,16,Situationships - Momo,"situationship, relationship, love, dating, comedy, fyp",alloramomo,5900000,27000,742300,98800
4,17,original sound - abeardedman,"fyp, foryoupage, motivation, foryou, fyp%E3%82%B7, trending, viral",abeardedmanofficial,621400,3285,45700,11600
4,18,Originalton - rebekahwing,"fyp, goviral, viral%3F, viral, fyp%E3%82%B7, real, makemefamous, makemeviral, xybca, musically, oldtrend, trending",assalll13,1100000,2450,89100,3829
4,19,original sound - Jazlynn.oats,@senior_savage21,jazlynn.oats,588000,2401,56300,10300
4,20,original sound - michelleee 🪩,"mattsturniolo, mattsturnioloedit",marisnoirrs,278000,1492,84700,1940
4,21,оригинальный звук - патсаикс,"%D1%81%D0%BB%D0%BE%D0%B2%D0%BE%D0%BF%D0%B0%D1%86%D0%B0%D0%BD%D0%B0, %D0%BF%D0%B0%D0%BB%D1%8C%D1%82%D0%BE, %D1%82%D1%83%D1%80%D0%B1%D0%BE, %D0%B0%D0%B4%D0%B8%D0%B4%D0%B0%D1%81, %D0%B7%D0%B8%D0%BC%D0%B0, %D0%BC%D0%B0%D1%80%D0%B0%D1%82, %D0%BB%D0%B0%D0%BC%D0%BF%D0%B0, %D1%80%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8",patsa.x,317800,4850,33200,5767
4,22,original sound - jokers,"impracticaljokers, impracticaljokersclips, salvulcano, jamesmurray, joegatto, joefromimpracticaljokers, comdey",impracticaljokers39,3100000,2740,258200,21100
4,23,sonido original - Kimberly Loaiza,,kimberly.loaiza,2700000,25400,118800,4469
4,24,The Box - Roddy Ricch,"@maria.stinkt, howtolacesneakers, shoeslaces, foryoupage%E2%9D%A4%EF%B8%8F%E2%9D%A4%EF%B8%8F, viral, jordan4, from, cocokick",coco_kick.io,254000,728,50200,6960
4,25,original sound - 𝐩𝐡𝐫𝐞𝐥𝐥.,,qzlurr,350000,689,36400,648
4,26,original sound - 1ChineseChicken,"fyp, fortnite, fortnitesniper, gaming, viral",1chinesechicken,1200000,16200,153100,18800
4,27,I Wouldnt Mind - ♱,,mariane.liebhaber,990100,7266,66100,6340
4,28,Aces (Sped Up Version) - dkj & sped up nightcore,"fortnite, fortnitechapter5, xpglitch, fortnitelevels, fortnitexpmaps",pzndo,723900,3703,254100,17800
5,0,original sound - Itz_FindinNemo,"viraltiktok, fyp%E3%82%B7, famousfr, blowthisupplease",nehemiahn.4,2500000,15300,236300,11400
5,1,I did not expect to go viral - 🎧 .,"fyp, lions",deasiagreenn,1200000,2862,39900,760
5,2,"Ocarina Of Time Theme (From ""The Legend Of Zelda"") - Gaming World","fyp%E3%82%B7, viral, trending, dreads, locs",babyfxce.josh,1300000,63400,101400,6751
5,3,original sound - Dose Of Memez,"funnyanimals, memes, funny, funnyvideos",doseofmemez,380600,1061,34200,8661
5,4,Donk by Beyoncé - ㅤ,,hjevelyn,868600,1821,34500,1220
5,5,original sound - scarlett ʚɞ,"fyp, hellokitty",mattyu40,2300000,26100,276100,34300
5,6,original sound - inocleaning_27,"satisfying, asmr, carpetcleaning, rugwashing, foryou, foryoupage, fyp, fyp%E3%82%B7, tiktok, viral, cleaning, clean, cleantok, vipvideo, fypage, 4youpage%E3%82%B7, decompress, decompression, rugcleaning, cleaningasmr, cleaningasmrvideo, cleanwithmemotivation, satisfyingcleaning, rugtok, washing, restorations",inocleaning_27,299900,3422,23700,3729
5,7,original sound - #getactive🫵🏾,"tommytheclownedit, fyp%E3%82%B7, tommytheclownn, ifollowcommunityguidlines, tsquadedits, ladyktsquad, ladyktommy, ladyktommytheclown%F0%9F%92%95, lineitup",_tsquaddeditz,83100,327,12300,402
5,8,kai bomboclaat - 6’2 with dreads btw,"fyp, foryourpage, relatable, school, foryoupage, viral, real",jnl.production,740700,4514,87400,5241
5,9,Love You So - The King Khan & BBQ Show,,beudoan17a11,660100,10400,180200,51900
5,10,Thirty PND. Sped up - Mrs. Harlow ♡,foryoupage,tbhcacagirl,149700,411,7947,144
5,11,original sound - Shelby & Dylan,"shelbanddyl, husbandreacts, hairextensions, couples, relationships",shelbanddyl,476400,3865,15800,11400
5,12,original sound 🕷️ - katie,"tristandugray, gilmoregirls, chadmichaelmurray, kziev, edit, viral, fyp",kziev,381100,1525,85900,2520
5,13,DJ SUAVE x OnMyShawty. - The Brandon Isaiah,"only1ebonyy, trending, capcut, pretty, eaststroudsburguniversity, pennsylvania, brooklyn, sopretty, newyork, prettygirls, soprettychallenge, madpretty, naturalhair, naturalhairstyle, naturalhairstyles, naturalhairstylesforblackwomen, naturalhairstylestutorials, naturalhairstylesideas, naturalhairstylesforwomen, curlyhair, curlyhairtutorial, curlyhairroutine, curlyhairstyles, curlyhaircheck, hairinfluencer, naturalhairinfluencer, wiginfluencer, edges, edgestutorial",only1ebonyy,184000,866,22900,452
5,14,yes and - chan,,ashleyb4253,555200,7175,49500,2647
5,15,Party In The USA VS Loyal by 917Josh - 917Josh,"xyzbca, fyp, fyp%E3%82%B7, trending, trend, cheer, cheerleader, dancetrend, dance, basketball, basketballplayer, vs",meqionnn,1400000,10500,77800,1690
5,16,FANCY (SLOWED + REVERB) - Godlike Pariah,"artistsoftiktok, tutorial, fyp%E3%82%B7, car, drawing",inthehandsoflando,309800,541,71400,1322
5,17,original sound - Extra Medium,"trivia, triviachallenge, questions, triviagame, extramedium, michigan, foryou",extramediummedia,757300,1657,15800,446
5,18,original sound - TOONKA,"relatable, theonlyfamousbrian, money, laundry",onlyfamousbrianjr,488400,1469,67700,2733
5,19,original sound - jennifer ✭,"fyp, youladiesalright%3F, improv, basketball, dub",kealeyyyyyy,688200,1462,55900,1217
5,20,original sound - Rackzy,"fortnitememes, fortniteclips, fortnitefunny, fortnite, fortnitebr, fyp, viral, gaming",rackzy_,1300000,8507,191700,23600
5,21,original sound - Nutz💫☔️,"fyp%E3%82%B7, funny",tina_042,1500000,3042,119800,15300
5,22,Aesthetic - Tollan Kim,"fortnite, fortnitetips, fortnitetipsandtricks, fortniteclips, gaming, crosshairx, fyp, zeussfv",zeussfvv,160300,1813,28500,6271
5,23,Los Besos Que Te Di - Kim Loaiza,,kimberly.loaiza,891200,11700,49100,2051
5,24,original sound - mffui,"fyp, foryou, fyp%E3%82%B7, meme, viral, storytime, blowthisup",mffui1,68000,437,14300,380
5,25,original sound - handleyourliquor,,bgk.24,1000000,2658,108600,18600
5,26,original sound - Joemyheck,"@woody_wood_pecker66, experiment, stanleycup",joemyheck,92200,868,3539,183
5,27,queen of disaster with sparkles - ˚ ˚｡° ⋆♡˚🎀 ꒰ ྀི ◞ ˕ ก ꒱ ⭐️,,camfant,622500,1643,50300,3387
5,28,Yuno Miles Light up Skechers - Yunomiles,"fyp%E3%82%B7, fyp%E3%82%B7%E3%82%9Aviral, fyppppppppppppppppppppppp, fypdong, foryou, sounds, sound, foryoupage, skechers, blow, skechers, lightup, youtube, viral, youtube, upnext, upcoming, artist, music, funny, funnymoments, moments",whereyunomiles,2900000,17600,319500,98100
5,29,original sound - Fortnite clips,"fortnite, fortniteclips, fortnitememes, petergriffin, petergriffinfortnite",fortnite_clip_inc,357700,2657,58400,6592
