batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - Lucas and Marcus,,dobretwins,350100,1907,25800,633
1,1,,"volcano, mashedpotatovolcano, mashedpotatovolcanowithbroccolitrees, yummy, @wesintn",hayleyintn,755400,9318,81500,80500
1,2,,"@pkbsbl24, fyp, therealcoolspot, glitch, newtrend, viral, trending, glitchoverlord, glitchapocalypse, new",,445000,2648,35800,1472
1,3,,"colbybrock, colbybrockedit, fyp, viralvideo, blowup, xyz, xplrizz",,257500,5367,84700,5622
1,4,,"mom, momhack, hack, moms, baby, babies, motherhood, velcrow, toddler, babymama, momsoftiktok, fyp, momtok",,2300000,21900,162900,192000
1,5,,,,855200,1800,33700,1185
1,6,,,,30100,1327,1106,117
1,7,,"nbayoungboy, yayamayweather, bluescrubspinkcrocs, hannahpoole",,518900,4617,31300,5038
2,0,,,,312900,2763,49000,4920
2,1,,,,598000,6636,86400,699
2,2,,,,115800,1020,11000,9558
2,3,,"fyp, foryou",,170600,833,13400,98
2,4,,,dobretwins,260800,4302,31300,4394
2,5,,"camri, funny, laughter, measure, infomercial",,1100000,2372,31900,8299
2,6,,"foodhacks, viralrecipe, tiktokfood, chickfila",,1400000,17000,118500,37100
2,7,,,,50000,2267,3328,4848
2,8,,"fyp%E3%83%84, foryoupage, identicaltwins, dance",,1200000,2929,175500,7652
2,9,,"fyp, nfl",,2200000,6102,225200,14800
2,10,,"fyp, blinkerchallenge, makeup",,1100000,4196,68500,2835
2,11,,"fyp%E3%82%B7, xybca, relatable, fyp",,524100,1965,65000,8825
2,12,,"@2o9.juniorrr, @just_seann2, viral, fyp, princesos, junje",,401800,724,25900,366
2,13,,,,3300000,7704,156600,8112
2,14,,"fortnite, fyp, fortniteclips, fortniteog, competitive, grandma, gamer, fortnitememes",,661600,7677,88800,22600
2,15,,"fortnite, fortnitebr, fortnitebattleroyale, fortnitecreative, fortnitefestival, legofortnite, fortniteracing, fortnitememes, fortnitevideos, fortnitetips, fortnitetiktok, fortniteclan, fyp, foryou, foryoupage, fypplease, foru, foryoupageofficiall, fyponly, foryouonly, foryoupageonly, viral, fyp%E3%82%B7, funny, fypviral, viralvideo, viraltiktok, viralvideoonly",,1600000,8835,237700,12600
2,16,,"boardgames, gamenight, couple, fun",,37900,64,1498,187
2,17,,"fu, erich, money",,1000000,23300,90500,18100
2,18,,"fyp, foryoupage, food, eating, hotpot, noodles, dumplings, spicy, ramen, cooking, recipe, viral",,367500,455,14700,610
2,19,,fyp,,3000000,10600,152600,13400
2,20,,"tmnt, ninjaturtles, fyp, raphael, viral, trending",,1200000,8977,121200,16900
2,21,,"fitness, boxingtraining, boxingdiay, boxing%F0%9F%A5%8A, boxingfans, boxingmachine, musicboxingmachine, boxinglife, boxingmachinetrend, boxingmachinechallenge, funny, foryou, usa_tiktok",,786600,5532,92100,16700
2,22,,"generations, generation, fyp, fyp%E3%82%B7, foryou, trending, fish, fishing, fishtok",,114800,6105,6070,1710
2,23,,"fyp, foryou, gaming, saloodz, foryoupage, trending, fortnite, fortnitetips",,188900,1845,18200,412
2,24,,"mattsturniolo, mattsturnioloedit",,275200,1461,83500,1899
2,25,,"fyp, xyzbca, cozyfinn, flipbook, tree",,1600000,5865,177400,8734
