batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,오리지널 사운드 - 4X4STUDIO,"@4x4studio, fyp, foryou, foryoupage, bestfriends, trio, besties, funny, dancetrend, trend, dance",ash.and.tay,2100000,5625,145400,21200
1,1,,,,627700,5594,81500,12900
1,2,,"facecard, asmrbarbie, asmr, asmrglue",,2700000,6167,136900,14400
1,3,,"colbybrock, colbybrockedit, fyp, viralvideo, blowup, xyz, xplrizz",,259700,5413,85400,5682
1,4,,,brookemonk_,996500,2351,51800,1317
1,5,,"fyp, dog",,669000,3966,75400,15800
1,6,,"artistsoftiktok, tutorial, fyp%E3%82%B7, car, drawing",,309900,541,71400,1323
1,7,,"jdkryptic, blowthisup, fyp, virelvideo, funny, fyp%E3%82%B7, xyzabc, abcxyz",,584500,7303,63200,4074
2,0,,"fyp%E3%82%B7, relatable, trending, aylecia, xybca",,265500,1062,41700,3756
2,1,,"keyboardasmr, keyboard, customizedkeyboard, cutekeyboard, keyboardart, lofree",,601400,22400,91000,28500
2,2,,@bellapayton12,,282300,793,14900,6250
2,3,,"@2o9.juniorrr, @just_seann2, viral, fyp, princesos, junje",,402700,725,26000,368
2,4,,"viral, fu, moneytok",,190000,1792,24900,3259
2,5,,"fortnite, fortnitememes, fortniteclips, fyp, fyp%E3%82%B7, funny, fortnitechapter5, fortniteunderground",,2400000,33700,241600,82600
2,6,,,,30500,1340,1132,121
2,7,,,,415800,5116,56400,5028
2,8,,"nbayoungboy, yayamayweather, bluescrubspinkcrocs, hannahpoole",,521799,4665,31500,5072
2,9,,"fanpage, jaylee, jayleesanders, jayleeandjackson, scoli, scoliosis, scoliosischeck, scoliosisawareness, scoliosissurgery, scoliosisgang, scoliosistips, scoliosisfighter, scoliosisbrace, scoliosiswarrior, scoliosisproblems, scoliosisqueens, spinesurgery, youjustwentviral",,284400,2761,14000,3843
2,10,,"wassupgwayy, viralvideo",,11500000,71000,1200000,169700
2,11,,rihanna,,512900,1375,19800,1460
2,12,,"fyp, xyzbca, viral",,1900000,9212,158200,17300
2,13,,"jjmaybank, jjmaybankedit, outerbanks, outerbanksedit, obx, obxedit, rudypankow, fyp",,1300000,4966,249300,9132
2,14,,"mom, momhack, hack, moms, baby, babies, motherhood, velcrow, toddler, babymama, momsoftiktok, fyp, momtok",,2400000,23800,171500,199900
2,15,,fyp,,268500,1362,30200,1797
2,16,,"fyp, miami, artbaselmiami, artbasel, miamiproblems, hialeah, 305",,1100000,12500,54800,25200
2,17,,,,947400,1883,63300,576
2,18,,,,416800,912,43100,573
2,19,,"skit, comedy, memes, anime",,797400,2364,72100,7661
2,20,,"pawrenting101, pawrents, park, tank, yorkie, yorkiesoftiktok, sweaterweather, hoka, tank_ms, bestdayever",,3800000,8767,205100,144400
2,21,,"fortnitememes, fortniteclips, fortnitefunny, fortnite, fortnitebr, fyp, viral, gaming",,1300000,8508,191700,23600
2,22,,fyp%E3%82%B7,,337800,1030,50300,2058
2,23,,"roblox, robloxfyp, mm2, mm2roblox",,560500,3757,96000,2313
2,24,,"trickshot, trickshots",,4099999,2860,147800,6242
2,25,,"meme, fyp, mascot, dancing, dream, real, relateable, school, job, foryou",,2600000,27900,301800,79300
3,0,I Wouldnt Mind - ♱,"tmnt, viral, fyp",radicalraphael,2000000,14000,152900,48200
3,1,original sound - Fortnite clips,"fortnite, fortniteclips, fortnitememes, petergriffin, petergriffinfortnite",fortnite_clip_inc,358100,2663,58500,6598
3,2,yes and - chan,,ashleyb4253,555500,7174,49500,2648
3,3,MUAH NO FOOD - B. Jai 🐉,"jt, nobars, nofood, spoiled",kewchievert,1500000,10300,149100,21100
3,4,PISTOL PACCIN - NLE Choppa & BigXthaPlug,,michelleotp,3300000,7708,156700,8114
3,5,MOVE YO BODY - Bryansanon,,lanaslifeee,132600,2678,24600,546
3,6,original sound - jaimewydd,"foryourpage, roblox, robloxedit, xyzbca, ttd3, fyp, mrworldwide, aftereffects",mrworldwidereturns,411200,6862,75600,7143
3,7,original sound - Wood Studio,"woodworking, fyp, woodwork, wood_work, fyp%E3%82%B7, woodwoker, wood_art, woodart, asmr, woodproject, woodasmr, viral",woodstudio43,208800,1872,18700,8759
3,8,original sound - divin,,ellielobio,235300,465,20900,616
