batch,index,music,hashtag,author,likes,comments,shares,saves
3,16,,sweetrilee,,1800000,14100,99800,11800
3,17,,"fyp, viral, catsoftiktok, opiumanimals, cats, playboicarti, carti, cartiktok, 2024",,409500,2751,39700,5260
3,18,,,,544000,6136,69000,6999
3,19,,,,5400000,22100,375300,171100
3,20,,"westcoast, wcs, dancing, dancer, westcoastswing, dance, swingdance, lindyhopp, partnerdance, modernswing, westcoastswingmoments, macarena, surprise, dance, dancer, foryou, fyp%E3%82%B7, foryoupage",,422400,4661,21800,14000
3,21,,"fyp, viral, itsoucyeli",,779100,218400,99100,25800
3,22,,"fikshun, fiksun_dance_song, fikshunreaction, dance, reaction, fikshunstyle",,700400,2564,49700,13600
3,23,,"fortniteclips, fortnitetips, fyp",,68000,1247,7105,458
3,24,,,brookemonk_,784800,7531,57700,10200
3,25,,"fortnite, fortniteclips, fortnitekid, gamingfamily, gamingdad, fortnitepro",,531500,3324,28500,16600
4,0,,"@zeddywill, whatdoyoudoforaliving, zeddywill, chacha",,1500000,4535,105200,1660
4,1,,,,712700,1767,22500,2336
4,2,,"wheelchair, ambulatorywheelchairuser",,475900,1873,41000,711
4,3,,"chrissturniolo, christophersturniolo, chrissturnioloedit, fyp, xybca",,233100,1346,66300,1406
4,4,,"reaction, tiaandtamera, tiatamera",,802400,1487,37900,1411
4,5,,"al4xiz, monsteruniversity, mu, monsteruniversityedit, mike, mikewazowski, monstersedit, viraledits, famouseditxx, edit, mikewazowski, usa, unitedstates, usa_tiktok, original, originalcontent",,4400000,7033,612200,17900
4,6,,"jellyroll, country, countrymusic",,116100,1804,8597,4489
4,7,,"naturalhair, edges, curlyhair, curlyhairtutorial, naturalhairstyles",,496400,4483,37000,859
4,8,,"unfreezemyaccountplz%F0%9F%99%8F%F0%9F%99%8F, pleasesupport, virul, foryou, foryoupage, trending, fyr%E3%82%B7, virulvideo, pleasevirulvideo%F0%9F%99%8F%F0%9F%99%8F%F0%9F%99%8F, mrpattlo, moinchoudhary, @mr_shezii_live_stream, @mr_pattlo_live804",,125300,14700,4990,331
4,9,,mariahthescientist,,694600,2445,66900,4970
4,10,,"lambada, lambadadance, kannadavideo, lambadamusic, braziliandance, brazil, dance, trending, tutorial, fyp, parati, viral",,94400,1145,15700,12500
4,11,,"lanadelrey, coquette, cat, foryourpage, fyp",,2000000,12800,150000,46900
4,12,,"@pkbsbl24, fyp, therealcoolspot, glitch, newtrend, viral, trending, glitchoverlord, glitchapocalypse, new",,445700,2645,35900,1475
4,13,,,,871200,1824,34600,1223
4,14,,"fyp, fortnite",,934600,6009,115200,14200
4,15,,"pmdamiann, robloxanimation, roblox, fyp, fypdoesntworkbutidoitanyways",,479300,19000,110900,8507
4,16,,"diorgoodjohn, walkerscobell, leahsavajeffries, charliebushnell, percyjackson, annabethchase, lukecastellan, clarisselarue, percyjacksonandtheolympians, walkerandleah, percyjacksonedit",,531300,849,44700,643
4,17,,"zednecrodopolis, zed, zombies, zombies2, zombies3, disney, disneyedit, kziev, milomanheim, fyp, edit",,544200,4500,121100,5984
4,18,,"fortnitememes, fortniteclips, fortnitefunny, fortnite, fortnitebr, fyp, viral, gaming",,1300000,8508,191700,23600
4,19,,"telekinesis, biology, progress, elctromagnetic, truth, nowwerise, biologicalsystem, fyp, auricfield, viralvideo, viraltiktok, kienergy, emf, welit, solarmaximum, fyp%E3%82%B7, solarbeings, newage",,992100,28200,133200,4590
4,20,,"@ufw..alyssa, secretaccount",,306100,724,44400,484
4,21,,"fyp, fyp%E3%82%B7, real",,806700,29100,76700,3086
4,22,,"@noemiemtouch, carorganization, asmr, carrestock, carorganizing, organizewithme, restockwithme, asmraesthetic, mynewcar, restockingasmr",,749700,1383,59800,2167
4,23,,"fyp, foryourpage, relatable, school, foryoupage, viral, real",,740800,4511,87400,5241
4,24,,@lgrstudios,,728500,1647,61700,4746
4,25,,"dy0ntae, twitch, roblox, impossibleobbyroblox, blowthisup, viral",,411900,2016,49300,2119
4,26,,ghostlighting,,313000,1743,21800,1057
4,27,,,,1700000,8850,198700,13800
4,28,,"fyp, silentdisco",,3800000,10400,331500,14900
5,0,,"fyp, hellokitty",,2300000,26100,276300,34300
5,1,,"gta, gtasa, gtasanandreas, grandtheftauto, carljohnson",,152500,701,20700,1546
5,2,,"fortnite, chapter5, zemie, viral",,215000,639,21700,158
5,3,,"fyp, viral, relatable",,681100,3310,52000,2870
5,4,,,,372300,587,26700,353
5,5,,"joshhutcherson, browndogmeme, meme, fyp, relateable, dogsoftiktok",,2200000,10300,195600,36900
5,6,,,cookingwithlynja,1200000,14500,86100,2833
5,7,,"monroecheerleaders, cheerleading, cheercoach",,182200,2176,18700,649
5,8,,blockblastpartner,,447800,1361,26700,2086
5,9,,"patrickmahomes, chiefs, superbowl",,435900,1687,20800,3054
5,10,,"zednecrodopolis, zed, milomanheim, zombies, zombies2, zombies3, disney, disneychannel, kziev, viral, edit, fyp",,372600,4289,95500,3435
5,11,,"fortnite, fortnitememes",,295600,6217,41700,12500
5,12,,"cat, cats, cutecat, catlover, catsoftiktok, fyp, foryou, foryoupage, funny, fyp%E3%82%B7, funnycat, funnyvideos, funnytiktok, funnyanimals, kitty",,378600,2247,52600,14300
5,13,,"fyp, trending, minifridgerestock, restock, organization, fridgeorganization, cleaning, minifridge",,165700,2565,11100,823
5,14,,"fyp, foryou, viral, foryoupage, trending, blowthisup, relatable, fyp%E3%82%B7, phillytiktok",,386500,1651,48600,5201
5,15,,,,847600,1202,31000,722
5,16,,"@avacpchattin54, @bensonboone, beautifulthings, bensonboone, boone, pophits, popularsound, belting, emotional, viraltiktok",,609000,2627,48100,746
5,17,,"fortnite, fortniteskins, fortnitelego, fortnitebr, lego",,151700,756,20000,415
5,18,,"@_catben_, @midwesternmama29, asmr, asmrsounds, asmrvideo, asmrtiktoks, asmrrestock, restock, restockasmr, restocking, restockwithme, trending, clean, cleantiktok, bedroom, bedroomclean, fyp, fyp%E3%82%B7, viraltiktok, viral, viralvideo, foryou, foryoupage",,152800,802,16000,1086
5,19,,"amp, kaicenat, fanum, duke",,361600,266,16500,222
5,20,,"fyp, foshon, baylenlevine, xzybca, baylenlevineclips, sebas, blowthisup, foryou",,2000000,17600,225100,11600
5,21,,"work, trainer, fyp",,616600,1536,73900,5778
5,22,,"punk, punkcat, cat, meowmeow, emo, blackcatsoftiktok, cattiktok, fyp, emocat",,1100000,5612,101000,30500
5,23,,"chainsfr, animation",,95900,511,13000,399
5,24,,"bladeball, roblox, infinity, gojo, jujutsukaisen, bladeballclips, bladeballroblox",,564100,3287,118800,4532
5,25,,"williamlast_krm, fyp%E3%82%B7%E3%82%9Aviral, tiktok, bizmike",,95800,1907,4275,10500
5,26,,,jamesneese2,511000,6125,22900,6089
