batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - divin,,ellielobio,235300,465,0,0
1,1,,"fortnite, fortnitememes, fortniteclips, fyp, fyp%E3%82%B7, funny, fortnitechapter5, fortniteunderground",icesqu1d5,2400000,33700,0,0
1,2,,,,30500,1340,0,0
1,3,,"fyp%E3%82%B7, viral, xybca",,3600000,28700,234900,35600
1,4,,"fyp, emmaross, disney, videostar, capcut, livandmaddie, livrooney",,268900,748,45400,550
1,5,,,,966200,17800,87200,31300
1,6,,"@user1760982938853, fyp%E3%82%B7, cutebaby, babyfever, trending",,44300,1054,2397,420
1,7,,"pov, foryou, fyp, fyp%E3%82%B7, funny, tiktok, toleplayerindonesia",,102300,216,15600,393
1,8,,"gnb, foryoupage, valentinesday",,1600000,1805,57100,5537
1,9,,fyp,,964200,6038,83700,5184
2,0,,"fyp, cutiepie, pov",,498000,1892,22700,2049
2,1,,"dance, 2mans, @elijahwaun",,146100,436,18700,1137
2,2,,"zendaya, winner, challenge, nashville",wyatteiden,406200,1591,11700,490
2,3,,,,1000000,1191,40300,1985
2,4,,"disney, disneychannel, kccooper, kcundercover, lukeross, jessie, bunkd, zuriross, ravensymone, thatssoraven, fyp, foryou, foryoupage, trending",,246400,2513,29700,363
2,5,,"foryou, fyp",,524400,2880,61800,2586
2,6,,,lanaslifeee,132600,2678,24600,546
2,7,,"1976caprice, 1976, artisforged, 28s, 30s, 26s, reelsinstagram, artiswheels, donklife, donks, chevy, classic, caprice, whips, chevrolet, classiccars, chevynation, stancenation, donkplanet, donks, 412donklife, stance, cars, carswithoutlimits, 2024, motivation, carsofinstagram, instagramcars",,145700,3262,13000,17000
2,8,,,,191100,4572,30600,869
2,9,,"car, auto, cartiktok, cars",,391800,4465,70600,54800
2,10,,"fyp, viral, school, funny, xyzoca, foryou, trending, foryoupage",,376500,1734,42900,1316
2,11,,"fyp, foryou, foryoupage, like, following, comments, hoodie, cloths, clothing, puffer, jacket, nike",,208000,2156,9263,1136
2,12,,"fyp, xycba, pbjerry, makeuptutorial, foryoupage, treatyourself, fyp%E3%82%B7%E3%82%9Aviral, petsoftiktok",,249100,946,40500,1200
2,13,,"samsunggalaxy, tech, asmr, unboxing",spigenworld,566500,2430,53800,11300
2,14,,,,138400,561,16500,506
2,15,,,,126200,563,40800,7082
2,16,,"fyp%E3%82%B7, viral, dance, blowthisup, tiktok",,1100000,83500,100900,25400
2,17,,,,553500,23300,79900,28800
2,18,,"movieclips, tvshow, movie, fyp",,716100,1172,85700,666
2,19,,"fyp%E3%82%B7, foryoupage, edit, editor, foryou, ae, slendermami%F0%9F%98%8D, roblox, robloxeditor, trendy, robloxfyp%E3%82%B7, animator, robloxanimation, relateable, relate",,124400,3910,27300,1788
2,20,,"nevergiveup, quadrapaligicwhere, insparation, quad, miermalik, strokesurvivor, miermalik, strokesurvivor, motivation, fyp, gunshotsurvivor, quadriplegic, fyp%E3%82%B7%E3%82%9Aviral, dethuong",,472800,17600,17900,4671
2,21,,,,584800,1128,28100,2799
2,22,,fyp,,298200,18200,17600,2422
2,23,,"colbybrock, colbybrockedit, fyp, viralvideo, blowup, xyz, xplrizz",,259700,5413,85400,5682
2,24,,,,189500,938,24500,1361
2,25,,"fyp, relatable, trending, xyzcba, jenni2flyy, viral, funny, blowthisup",,452900,1363,38300,7918
2,26,,"dreads, fyp, trending",,471500,1621,53600,4702
3,0,,"fyp, fyp%E3%82%B7, fy, fypage, viral, trending, austinmcbroom, relatable, xbcyza, trend, relationship",,1900000,2120,133500,15200
3,1,,,,133600,394,13800,357
3,2,,"pov, stanleycup, temu, stanleycups, stanley, skit, skits, target, povs, satire",,171600,906,18800,1021
3,3,,sister,,773900,5434,92300,7583
3,4,,"fyp%E3%82%B7, funny",,1400000,4070,64500,12200
3,5,,"fyp, foryourpage",,1500000,2973,81100,5163
3,6,,"fyp, foryou, wannabegangsters, tagthem, blowthisup, funny, video, viral, skit",,1800000,13300,230700,19300
3,7,,"marii, fortnite, fortniteclips, fortniteranked, fortnitemoments",,419900,4589,36900,1222
3,8,,"teshouse, carwrap, wrappingcars, vinylwrap, carwrapping, asmrsounds, satisfying, process, diy",,653300,2299,37000,6354
3,9,,"fyp, foryou, viral, trending, basketball, nba, edit, kevindurant, ismailxbosna, xyzbca",,1500000,5282,230000,11000
3,10,,"c6, corvette",,740100,6613,102300,7317
3,11,,"nostalgiatrip, nostalgiacore, nostalgiamemes, nostalgiatrip, nostalgic, childhood, childhoodmememories%F0%9F%98%8D%F0%9F%98%8D, memories, 2000s, 2010s, feverdream, memes, funny, funnymemes, hilarious, bestmeme, schoolmeme, schoolmemes, memories",,299900,1842,26700,599
3,12,,"@pashagal63, @turnupwithtanci",,121300,831,9857,4043
3,13,,"genz, millennial",,391400,1862,20500,485
3,14,,,,358200,4816,44100,1291
3,15,,"petcats, petsfunnyvideos, kucing, cutecats, comel",,575100,4185,75000,18400
