batch,index,music,hashtag,author,likes,comments,shares,saves
3,0,,,,203600,1259,14200,774
3,1,,"fyp, henrydanger, henrydangeredit, henryhart, henryhartedit, jacenorman, jacenormanedit, raymanchester, raymanchesteredit, cooperbarnes, charlottepage, piperhart, jasperdunlop, kiddangeredit, captainmanedit",,800200,2748,154200,5667
3,2,,"croc, stomppuff, snowboots, comfy, ugly, likeyourex, sliding, shovelingsnow",,194200,723,7437,4550
3,3,,"fyp, fypages",,256700,2499,35100,3221
3,4,,a%C3%B1onuevo,,109400,850,9221,93
3,5,,duet,,711700,7276,90200,27900
3,6,,"@iloveclio, tarayummy, fyp, fyp%E3%82%B7, foryoupage, blowup, viral, edit, xplrflms",,509700,1124,101800,2697
3,7,,,,489400,5033,50300,4998
3,8,,"fyp, curlyhair, curlyhead, trending, hairtok, hairtutorial, curlyhairtutorial, mielle, camilerose, curls, afro",,401200,3261,57900,3809
3,9,,"fortnite, fortniteskins, fortnitelego, fortnitebr, lego",,151400,755,20000,415
3,10,,,,1200000,3540,91300,15100
3,11,,sweetrilee,,940700,18000,44500,17400
3,12,,"@kourtney0805, fypp, siblings, foru, foryoupage, viral, tiktok, like, comment, repost, follow, petty",,731500,3944,66100,6759
3,13,,"winter, relatable, foryou, viral",,2400000,7987,275200,19400
3,14,,fyp,missmercedesblanche,148300,11600,9051,41300
3,15,,"fortniteclips, fortnitememes, fyp",,472700,2125,30200,290
3,16,,,,2700000,17800,123300,30700
3,17,,"fyp%E3%82%B7, relatable, trending, school, aylecia, blowthisup",,248400,808,31400,2782
3,18,,"randomfacts, learnontiktok, factsyoudidntknow, random, facts, curiosities, satisfying, relaxing, lifesaving",,112600,14500,13400,145400
3,19,,"@al4xiz, liloandstitch, liloandstitchedit, textedit, disney, disneyedits, velocity, velocityedit, edit, viralvideo, viral, fyp, fyp%E3%82%B7, originalcontent, foryou, foryoupage",,1200000,3832,204300,8596
3,20,,@zlatarectv,,1800000,10300,194800,25100
3,21,,"@dez_20021985, dad, daughter, nickiminaj",,110100,1214,8518,1180
3,22,,"nbayoungboy, yayamayweather, bluescrubspinkcrocs, hannahpoole",,521400,4662,31500,5068
3,23,,"thevampirediaries, thenandnow, tvshows, tvseries",,137700,933,12900,1381
3,24,,"tiktoker, crime, wonjeong",,307900,5616,37700,1516
3,25,,"fyp, funny",,1100000,4278,80800,15500
3,26,,"applevisionpro, apple, tesla, teslacybertruck, cybertruck, viral, trending, future",,772700,14800,53000,25200
4,0,,"fyp, zyxcba",,1300000,93300,166200,91800
4,1,,"freecomedy, themannii",the_mannii,58400,691,5942,242
4,2,,"@roblox12899898, falsies, lashes, makeuphacks",,1000000,3145,64400,1297
4,3,,"roblox, robloxfyp, fyp, relatable, xyzbca",,202900,4906,22800,612
4,4,,"@zeddywill, whatdoyoudoforaliving, zeddywill, chacha",,1500000,4534,105100,1659
4,5,,"wtofam, fyp, foryoupage, viral, trending",,194200,957,26900,405
4,6,,"ari, relateable",,284600,1700,31600,586
4,7,,,,3600000,24100,299100,14900
4,8,,"conversation, friends, paramore, herway, herwaychallenge, presidentdeborahalivilliams, deborahaliwilliams, floptok, flopera",,384600,1249,56300,2331
4,9,,"edit, basketball, stephcurry, popularvideo, famous, fyp",,391600,1161,51400,4727
4,10,,"davelizewski, aarontaylorjohnson, aarontaylorjohnsonedit, kickass, kziev, fyp, edit, viral",,538500,3078,99100,3188
4,11,,fyp,,298000,18200,17500,2415
4,12,,"fyp, ciara, stunnagirl, travisproduction",,345700,2180,16500,1011
4,13,,"tarayummy, samandcolby, audzs, edit, fyp%E3%82%B7",,2000000,2359,235400,4494
4,14,,"fyp, viral, smallbusiness, cute, fyp%E3%82%B7",,204000,637,13500,240
4,15,,"fyp, viralvideo, viral, relatable, xyzbca",,668000,0,34600,5950
4,16,,"fortnite, fortniteclips, fortnitememes, fyp",,441600,2486,43000,16000
4,17,,"fyp, malemanipulator, jnco",,257100,705,27700,654
4,18,,"zednecrodopolis, zed, zombies, zombies2, zombies3, disney, disneyedit, kziev, milomanheim, fyp, edit",,543700,4500,121000,5972
4,19,,"roblox, shadowboxing, jahgotbags, icespice",,271900,1056,48900,1090
4,20,,"storm, ocean, biggest, scary, explore, storms",,4500000,56500,244000,107500
4,21,,"patrickmahomes, nfl, kansascitychiefs, superbowl",,412600,1708,19900,193
4,22,,"chess, foryouu",,811300,35,57600,49600
4,23,,"theamazingworldofgumball, theamazingworldofgumballcosplay, tawog, tawogcosplay, gumballwatterson, darwinwatterson, darwinwattersoncosplay, fyp%E3%82%B7",,287900,1257,45300,769
4,24,,"thefosters, marianafoster, thefostersedit, marianafosteredit",,749400,2372,91000,2170
4,25,,"surprise, drama, fyp, viral, trending",,13800,336,1761,208
4,26,,"relatable, funny, mayawinky, fyp, foryoupage, actives%3F",,367800,1649,62000,2392
4,27,,,,127900,385,7569,158
4,28,,"nostalgiatrip, nostalgiacore, nostalgiamemes, nostalgiatrip, nostalgic, childhood, childhoodmememories%F0%9F%98%8D%F0%9F%98%8D, memories, 2000s, 2010s, feverdream, memes, funny, funnymemes, hilarious, bestmeme, schoolmeme, schoolmemes, memories",,299700,1841,26700,599
5,0,,,,119500,435,6498,1353
5,1,,"fyp, fashion, fun, dance",,303700,2092,55100,2475
5,2,,"stitch, @chriseanrockbaby, fyp, beauty, shaderoom, makeuptutorial, makeupartist, beautyreview, fypage, viral, makeuptutorial, repost",,2000000,16500,169500,12200
5,3,,"damarhamlin, lovefordamar, prayerstodamar, fyp, fyp%E3%82%B7, fypage, fyp%E3%82%B7%E3%82%9Aviral, fyppppppppppppppppppppppp, blowthisup, trending, ayearagotoday, damarhamlinupdate, damarhamlinhit, damarhamlin%F0%9F%99%8F%F0%9F%99%8F%E2%9D%A4%EF%B8%8F%E2%9D%A4%EF%B8%8F, damarhamlininjury, halftimesports, sad, football, morethanfootball, nfledit, nfl, edit",,86000,1492,13600,465
5,4,,fyp,,354300,1712,34600,7850
5,5,,"nba, fyp, basketball",,3300000,3579,224900,5678
5,6,,"asmr, carwrapping, carwraps, vinylwraps",,1300000,5435,81500,6523
5,7,,"pregnant, pregnanttiktok, pregnant%F0%9F%A4%B0, genderreveal, mom, parents",,752800,6004,59400,2044
5,8,,,,901300,4518,133000,3860
5,9,,"fyp%E3%82%B7, rubequartz, rubediamond, actors, actress, blm, foryou, trending, edit, xyzcba, viral, @dannyversal, @wtchfies",,294000,3078,45400,873
5,10,,,kimberly.loaiza,1400000,18400,73900,17600
5,11,,"gf, relationship, fyp",,976000,3131,49100,26700
5,12,,"@chelly.zw, @sinetmatteo, dad, trend, notviral",,1400000,4824,51400,4609
5,13,,"only1ebonyy, trending, capcut, pretty, eaststroudsburguniversity, pennsylvania, brooklyn, sopretty, newyork, prettygirls, soprettychallenge, madpretty, naturalhair, naturalhairstyles, naturalhairstyle, naturalhairstylesforblackwomen, naturalhairstylestutorials, naturalhairstylesideas, naturalhairstylesforwomen, naturalhairstylesforblackgirls, curlyhair, curlyhairtutorial, curlyhairroutine, curlyhaircheck, edges, edgestutorial, naturalhairinfluencer, hairinfluencer, wiginfluencer, 100daysnotwashinghair, slickback, vpartslickback",,581100,1861,34900,567
5,14,,"nba, wizards, dougie, johnwall, fyp",,916200,2277,108200,5001
5,15,,,,759800,9540,213800,259899
5,16,,"comedy, wow, funny, horror, squidward, mrkrabs, donaldduck, mickeymouse",,82700,1569,22100,4591
5,17,,"vfx, robotvaccuum, robotvacuumandmopcombo, robotvacuumcleaner",,221800,3717,18700,23600
5,18,,,,133600,393,13800,357
5,19,,"fypage, foryou, running, is, peace, foryoupage, gym, workingout, run",,2300000,4366,152400,2348
5,20,,,,1300000,42800,182400,66600
5,21,,"food, whatieatinaday, tall, olivegarden, wieiad",,1000000,934,30700,827
5,22,,"bladeball, roblox, infinity, duolingo, bladeballclips, bladeballroblox",,562500,2546,129400,2897
5,23,,"youcantfindalex, alex, alexsito, chino, adolla, holla4adolla, dramatic, fyp, fypp, fyp%E3%82%B7, fyp%E3%82%B7%E3%82%9Aviral",,574800,756,65800,2153
5,24,,"rottweiler, petsoftiktok, rottweilersoftiktok, dogsoftiktok, rottweiler, rottiesoftiktok, rottie",,193200,377,9441,499
5,25,,"fp, xyzbca, foryou, luvz4lily, loveyouuu, fyp%E3%82%B7, lily, sergio, viral, edit",,218600,512,34500,255
5,26,,fyp,,744500,1816,64000,1986
5,27,,caballosbailadores,,1200000,10700,74200,41000
5,28,,"movieclips, tvshow, movie, fyp",,711800,1165,85200,656
5,29,,"viral, fyp, fyp%E3%82%B7, foryou, fortnite, chapter5season1, fortnitememes, fortniteclips",,1700000,7391,241700,21800
