batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - ABKYS,,aubreykeeyyysss,30400,1340,1129,120
1,1,,"asmr, asmrlivenow, rainycarrideasmr",sunshinejazzy17,941500,2432,80200,817
1,2,,"fyp%E3%82%B7, relatable, trending, aylecia, blowthisup, viral, qtips",,280800,629,15600,166
1,3,,"fypage, real, fyp, xybca, relateable, overplay, bleachers",,769600,2869,64300,3534
1,4,,"giovannaramos, giovannaramosedit, fyp, vsp, edit, whossaiyahh",,281300,2017,44600,2515
1,5,,"fortnite, fortnitefunny, crosshairx, fyp",,78200,9937,7811,6854
1,6,,"@user1760982938853, fyp%E3%82%B7, cutebaby, babyfever, trending",,44300,1053,2394,420
1,7,,,,624700,1174,39800,2686
1,8,,,,584600,1128,28000,2799
1,9,,"easyrecipes, slowcooker, homecooking, onepanmeal",,772600,12600,249500,113000
1,10,,"fyp, emmaross, disney, videostar, capcut, livandmaddie, livrooney",,268900,748,45400,550
1,11,,,colbybrock,463200,9958,44400,1039
2,0,,"skit, comedy, memes, anime",,797200,2364,72100,7659
2,1,,"9, engaged, bff, weddingtiktok, fyp",,534400,979,18800,1998
2,2,,"@nukeathan7, squishiesophie, paperstars, origami, origamistars",,163500,1877,14400,480
2,3,,"mexicandad, fyp",,2800000,23200,226700,66800
2,4,,,,629900,2923,50600,1227
2,5,,,,1000000,3449,63200,1378
2,6,,"fyp%E3%82%B7, arie%F0%9F%92%95, viral, viraltiktok, prettygirl, mixedgirl, relatable, girls, gucciflipflops, bhadbhabie, tiktokdance",,537500,1962,75000,1719
2,7,,stunnastina,,975200,3965,100400,5609
2,8,,"family, 6foot10, 5foot2",,2800000,29200,154800,16800
2,9,,,,122100,3732,10500,904
2,10,,"basketball, fyp, foryou, fyp%E3%82%B7, foryourpage",,204500,138,12600,152
2,11,,"@barnes.audios, mattsturniolo, sturniolotriplets, stvrnvolo, fyp, trending, xyzbca, viral",,227600,1453,66900,1483
2,12,,"fyp, viral, blowthisup, zyxcba, maddoxbatson, countrymusic, martinguitar, country, charlieonnafriday, afterhours",,310000,4135,31200,1955
2,13,,"fyp, foryou",,630800,4031,83100,4742
2,14,,"fyp, open, closed, bottle, trick, riddle, prank",,502400,1650,31400,1433
2,15,,,,1600000,4578,160200,32299
2,16,,,,1200000,3859,110700,3643
2,17,,,,233500,1058,31000,1673
2,18,,"fortnite, fortnitememes, fortniteclips, fyp",,285800,1066,38500,1543
2,19,,"pov, funny, comedy, dnd, dungeonsanddragons, relatable, bestfriends, foryoupage, crazycae, fantasy",,311600,6150,52800,6144
2,20,,,,195700,425,24500,358
2,21,,,,307800,1299,30700,646
2,22,,,,553400,23300,79900,28800
2,23,,,mubizelli,200500,425,5963,3163
2,24,,"relatable, childhood, nostalgia, mom, laundry",,3500000,7540,313500,34400
2,25,,"glitterroses, hellokitty, viral, share, repost, eternalroses, couquette, hellokitty, pink, glitter, roses, sparky, foreverroses, foryoupage, pinkbouquet%F0%9F%92%90, flowers, hellokittylover, hellokittybouquet, hellokitty%F0%9F%98%BB",,5100000,41900,593800,90700
2,26,,"artistsoftiktok, tutorial, howto, fyp, graffitiart, capcut",,276900,507,57100,747
2,27,,"benflorian, harryhook, descendants, descendants2, descendants3, disney, kziev, fyp, edit, viral",,429400,4442,117900,5107
