batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - David Lawson,,dobretwins,261600,4309,31400,4422
1,1,,"joshhutcherson, fivenightsatfreddy",harry.daniels,12900000,139100,1300000,255100
1,2,,fyp%E3%82%B7,,336000,1022,50000,2053
1,3,,"pawrenting101, pawrents, park, tank, yorkie, yorkiesoftiktok, sweaterweather, hoka, tank_ms, bestdayever",,3800000,8739,204500,144000
1,4,,"@laineywilson, singingbarber",,4099999,94800,282700,115100
1,5,,,,30400,1340,1128,120
1,6,,@bellapayton12,,282300,794,14900,6249
1,7,,"viral, fyp, foryou, bracelets, colorful, teacher, 5thgrade, fyp%E3%82%B7, blowthisup, drip, trending, xyzabc, xyzbcafyp%E3%82%B7",,675800,3076,52300,876
2,0,,"10xhealthsystem, garybrecka, garybreckaedits, garybrecka10x, garybreckaclips, garybreckadaily",,25700,289,2915,871
2,1,,"lanadelrey, musicindustrysecrets, darkhollywood, scary, creepy",,507500,7551,71800,5244
2,2,,"greenscreen, taylorswift, traviskelce, taylorswifttraviskelce, patrickmahomes, brittanymahomes, fyp",,9731,663,391,611
2,3,,"@msmerli, foodporn, food, foodlovers, foodlover, foodieph, foodie, delicious, fyp, tiktokfood, foodtok, recipe, cooking, foodlover, delicious, yummy, abimarquez, desser, tanghulu, fruit, snack",abigailfmarquez,1600000,9477,361500,63700
2,4,,davidpakman,,24800,1579,798,285
2,5,,"contentcreator, monetizetiktok, millenialmom, creativityprogrambeta, tiktokearnings, nogatekeeping, salarytransparency, tiktokshopaffiliate",,64700,1360,13200,2160
2,6,,fyp,daterightstuff,498400,19100,27400,8090
2,7,,"bluey, blueytok, blueyheeler, blueyfanart, blueyclips, blueyanimation, animation, shorts, cute, procreate, cartoon, artistsoftiktok, art, shortclips, original, procreateanimation, procreatedreams, blueychilli, blueymom, blueymoments",,1800000,6270,268700,28500
2,8,,"disneyworld, disneynews, drinkingage, disneydrinks, disneypark",,128000,1828,10800,7588
2,9,,"iwastodayyearsold, airpodhack, airpods",,745700,2967,141000,38400
2,10,,"greenscreen, homeless, arrested, bill, law, california, oregon, wyoming, foryou",,99600,8162,13700,7547
2,11,,"nfl, superbowl, chiefs, 49ers",,632200,13400,141900,12300
2,12,,"lawyer, law, facts, tips, learn",,230400,14600,9601,3793
2,13,,greenscreen,,60000,3288,5159,13900
2,14,,"doctor, fyp, lifestyle",,1200000,5755,50900,13000
2,15,,,,192000,11200,6389,15800
2,16,,"superbowl, 49ers, baltimoreravens, conspiracytiktok, leaks",,67900,1849,6178,3979
2,17,,"machinegunkelly, mgk, colsonbaker",,30100,386,3245,1216
2,18,,"fyp, kattwilliams, christucker, jeffreyepstein",,200000,2437,20200,8212
2,19,,"jayz, rap, hiphop, raptok, rapper, @lolnetwork",boardroom,470900,2075,19800,3417
2,20,,"greenscreenvideo, 2024, blizzard, chicagoblizzard, fyp, chicagoweather, chicago, freezing",,156600,4596,14500,12700
2,21,,"taylorswift, swifties, joebiden, trump",,13500,5344,617,1398
2,22,,,,1300000,4522,82600,23400
2,23,,fyp,daterightstuff,522700,16200,23400,11600
2,24,,"patrickmahomes, chiefs, taylorswift, swifties, riristea, rivetsoro",,212300,282,4616,234
2,25,,"24, barbaraoneill, naturalremedies",,3017,31,954,587
2,26,,"truecrime, gypsyrose, gypsyroseblanchard, truecrimecommunity, truecrimeallthetime, crimetok, foryou",,124400,912,5999,868
2,27,,"leftovers, bacteria, fridge, kitchen, leftoverfood, food, dinner, lunch, cook, cooking, tupperware, bacteria, trueorfalse, madamesweat, madamesweatisconcerned, kitchentips, kitchentip, cookingtip, cookingadvice, oldwivestales, debunking, safety, foodsafety, cookingsafety",,68800,1710,10300,16900
2,28,,"alaska, alaskaair",,3400000,56100,195700,277400
2,29,,"@violifeus, violifepaidpartner, livingtheviolife, blind, couplegoals, dairyfree",,13800,143,377,26
